Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,off-screen_poss,off-screen_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,off-screen_ppp,off-screen_percentile,off-screen_freq
Derrick White,SAS,26,76,190,36,1064,25.0,24.0,4.7,3.5,13.0,14.0,36.0,19.0,129.0,137.0,37.0,39.0,34.0,37.0,278.7,0.96,0.4061662198391421,0.0897021887334051,0.7446808510638298,0.7359154929577465,0.01686401148188016,1.0769230769230769,0.4559386973180077,0.046645138141370654,0.5277777777777778,0.9819819819819819,0.12917115177610333,1.062015503875969,0.4133949191685912,0.4628632938643703,1.054054054054054,0.3,0.13275923932543954,1.088235294117647,0.34576271186440677,0.12199497667743094
Desmond Bane,MEM,23,77,215,68,1519,30.0,21.0,0.8,0.5,16.0,23.0,13.0,19.0,164.0,138.0,46.0,53.0,27.0,24.0,296.8,0.7,0.853887399463807,0.10107816711590296,0.625,0.9225352112676056,0.0026954177897574125,1.4375,0.08045977011494253,0.053908355795148244,1.4615384615384615,0.009009009009009009,0.04380053908355795,0.8414634146341463,0.8937644341801386,0.5525606469002695,1.1521739130434783,0.15806451612903225,0.1549865229110512,0.8888888888888888,0.6627118644067796,0.09097035040431266
Devin Booker,PHX,24,77,206,67,2270,60.0,63.0,6.5,6.7,-100.0,-100.0,47.0,46.0,259.0,249.0,72.0,66.0,57.0,51.0,501.5,1.05,0.2520107238605898,0.11964107676969092,1.0307692307692309,0.11267605633802817,0.01296111665004985,-100.0,-100.0,-100.0,0.9787234042553191,0.42342342342342343,0.09371884346959122,0.9613899613899614,0.6905311778290993,0.5164506480558325,0.9166666666666666,0.5564516129032258,0.14356929212362912,0.8947368421052632,0.652542372881356,0.11365902293120637
Devin Cannady,ORL,25,74,183,8,74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.0,9.0,-100.0,-100.0,-100.0,-100.0,11.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8181818181818182,0.9214780600461894,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Devin Vassell,SAS,20,77,200,62,1056,23.0,23.0,0.7,0.7,-100.0,-100.0,14.0,13.0,97.0,122.0,36.0,50.0,37.0,50.0,207.7,1.0,0.32439678284182305,0.11073663938372653,1.0,0.198943661971831,0.003370245546461242,-100.0,-100.0,-100.0,0.9285714285714286,0.5165165165165165,0.06740491092922485,1.2577319587628866,0.07390300230946882,0.4670197400096293,1.3888888888888888,0.03064516129032258,0.17332691381800674,1.3513513513513513,0.05423728813559322,0.17814155031295137
Devon Dotson,CHI,21,74,185,11,50,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Devontae Cacok,LAL,24,79,240,20,98,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Devonte' Graham,CHA,26,73,195,55,1659,29.0,24.0,4.4,3.2,13.0,12.0,25.0,32.0,277.0,244.0,21.0,8.0,17.0,7.0,386.4,0.8275862068965517,0.6353887399463807,0.07505175983436853,0.7272727272727273,0.7676056338028169,0.011387163561076606,0.9230769230769231,0.6360153256704981,0.03364389233954451,1.28,0.06606606606606606,0.06469979296066253,0.8808664259927798,0.8452655889145496,0.7168737060041408,0.38095238095238093,0.9870967741935484,0.05434782608695653,0.4117647058823529,0.9932203389830508,0.04399585921325052
Dewayne Dedmon,MIA,31,84,245,16,210,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,17.0,20.0,-100.0,-100.0,-100.0,-100.0,17.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1764705882352942,0.16166281755196305,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Didi Louzada,NOP,21,77,188,3,56,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dillon Brooks,MEM,25,79,225,67,1997,43.0,27.0,4.6,3.7,20.0,23.0,27.0,34.0,237.0,283.0,91.0,75.0,56.0,55.0,478.6,0.627906976744186,0.9048257372654156,0.08984538236523192,0.8043478260869567,0.5985915492957746,0.009611366485582949,1.15,0.3448275862068966,0.041788549937317176,1.2592592592592593,0.08708708708708708,0.05641454241537818,1.1940928270042195,0.14087759815242495,0.4951943167572085,0.8241758241758241,0.7161290322580646,0.19013790221479313,0.9821428571428571,0.488135593220339,0.11700793982448808
Domantas Sabonis,IND,25,83,240,62,2231,102.0,97.0,0.2,0.2,68.0,61.0,38.0,32.0,199.0,203.0,16.0,8.0,18.0,8.0,441.2,0.9509803921568627,0.4262734584450402,0.23118766999093382,1.0,0.198943661971831,0.0004533091568449683,0.8970588235294118,0.6819923371647509,0.1541251133272892,0.8421052631578947,0.7012012012012012,0.08612873980054397,1.020100502512563,0.5473441108545035,0.45104261106074345,0.5,0.9629032258064516,0.03626473254759746,0.4444444444444444,0.9728813559322034,0.04079782411604715
Donovan Mitchell,UTA,24,73,215,53,1771,27.0,26.0,11.2,10.8,-100.0,-100.0,15.0,23.0,124.0,148.0,64.0,67.0,35.0,27.0,276.2,0.9629629629629629,0.3967828418230563,0.09775524981897177,0.9642857142857144,0.2992957746478873,0.04055032585083273,-100.0,-100.0,-100.0,1.5333333333333334,0.0045045045045045045,0.05430847212165098,1.1935483870967742,0.14318706697459585,0.4489500362056481,1.046875,0.3161290322580645,0.23171614771904417,0.7714285714285715,0.8338983050847457,0.12671976828385229
Donta Hall,ORL,23,82,230,13,179,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12.0,10.0,-100.0,-100.0,-100.0,-100.0,12.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8333333333333334,0.9087759815242494,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Donte DiVincenzo,MIL,24,76,203,66,1815,50.0,36.0,2.1,1.8,15.0,16.0,34.0,36.0,153.0,157.0,72.0,71.0,54.0,64.0,380.1,0.72,0.8150134048257373,0.13154433043935806,0.8571428571428571,0.528169014084507,0.0055248618784530384,1.0666666666666667,0.47126436781609193,0.03946329913180742,1.0588235294117647,0.29429429429429427,0.08945014469876347,1.026143790849673,0.5265588914549654,0.40252565114443567,0.9861111111111112,0.4161290322580645,0.1894238358326756,1.1851851851851851,0.19661016949152543,0.1420678768745067
Dorian Finney-Smith,DAL,28,79,220,60,1921,66.0,56.0,0.4,0.4,19.0,23.0,37.0,45.0,194.0,174.0,63.0,56.0,46.0,38.0,425.4,0.8484848484848485,0.6032171581769437,0.15514809590973203,1.0,0.198943661971831,0.0009402914903620123,1.2105263157894737,0.2681992337164751,0.04466384579219558,1.2162162162162162,0.10510510510510511,0.08697696285848613,0.8969072164948454,0.8267898383371824,0.45604137282557594,0.8888888888888888,0.6225806451612903,0.14809590973201694,0.8260869565217391,0.7694915254237288,0.10813352139163142
Doug McDermott,IND,29,79,225,66,1619,42.0,46.0,0.3,0.3,-100.0,-100.0,19.0,25.0,201.0,195.0,34.0,28.0,32.0,34.0,328.3,1.0952380952380953,0.17962466487935658,0.1279317697228145,1.0,0.198943661971831,0.0009137983551629606,-100.0,-100.0,-100.0,1.3157894736842106,0.05105105105105105,0.05787389582698751,0.9701492537313433,0.6766743648960739,0.6122448979591837,0.8235294117647058,0.7209677419354839,0.10356381358513554,1.0625,0.4,0.0974718245507158
Draymond Green,GSW,31,78,230,63,1982,55.0,25.0,0.8,0.7,31.0,38.0,66.0,52.0,271.0,298.0,28.0,26.0,16.0,14.0,467.8,0.45454545454545453,0.9758713136729222,0.11757161179991449,0.8749999999999999,0.4595070422535211,0.0017101325352714837,1.2258064516129032,0.25287356321839083,0.06626763574176998,0.7878787878787878,0.7942942942942943,0.1410859341598974,1.099630996309963,0.3279445727482679,0.579307396323215,0.9285714285714286,0.5306451612903226,0.05985463873450192,0.875,0.6864406779661016,0.03420265070542967
Drew Eubanks,SAS,24,81,245,54,755,36.0,27.0,-100.0,-100.0,22.0,31.0,16.0,12.0,60.0,45.0,-100.0,-100.0,-100.0,-100.0,134.0,0.75,0.7627345844504021,0.26865671641791045,-100.0,-100.0,-100.0,1.4090909090909092,0.09386973180076628,0.16417910447761194,0.75,0.8423423423423423,0.11940298507462686,0.75,0.9561200923787528,0.44776119402985076,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Duncan Robinson,MIA,27,79,215,72,2262,56.0,45.0,0.8,0.6,25.0,23.0,34.0,34.0,320.0,334.0,57.0,53.0,44.0,38.0,536.8,0.8035714285714286,0.675603217158177,0.10432190760059613,0.7499999999999999,0.721830985915493,0.001490312965722802,0.92,0.6436781609195402,0.046572280178837556,1.0,0.37537537537537535,0.06333830104321908,1.04375,0.47113163972286376,0.5961251862891208,0.9298245614035088,0.5258064516129032,0.10618479880774964,0.8636363636363636,0.7016949152542373,0.0819672131147541
Dwayne Bacon,ORL,25,78,221,72,1853,47.0,56.0,3.5,3.3,23.0,17.0,31.0,21.0,199.0,218.0,74.0,85.0,65.0,83.0,442.5,1.1914893617021276,0.08847184986595175,0.10621468926553672,0.9428571428571428,0.3415492957746479,0.007909604519774011,0.7391304347826086,0.8582375478927203,0.0519774011299435,0.6774193548387096,0.918918918918919,0.07005649717514124,1.0954773869346734,0.3394919168591224,0.4497175141242938,1.1486486486486487,0.16774193548387098,0.1672316384180791,1.2769230769230768,0.10508474576271186,0.14689265536723164
Dwight Howard,PHI,35,82,265,69,1196,12.0,15.0,-100.0,-100.0,34.0,30.0,12.0,10.0,77.0,81.0,-100.0,-100.0,-100.0,-100.0,135.0,1.25,0.05227882037533512,0.08888888888888889,-100.0,-100.0,-100.0,0.8823529411764706,0.7011494252873564,0.2518518518518518,0.8333333333333334,0.7117117117117117,0.08888888888888889,1.051948051948052,0.4468822170900693,0.5703703703703704,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dwight Powell,DAL,29,82,240,58,966,39.0,26.0,-100.0,-100.0,31.0,32.0,39.0,28.0,91.0,79.0,-100.0,-100.0,-100.0,-100.0,200.0,0.6666666666666666,0.8887399463806971,0.195,-100.0,-100.0,-100.0,1.032258064516129,0.5095785440613027,0.155,0.717948717948718,0.8858858858858859,0.195,0.8681318681318682,0.8706697459584296,0.455,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dylan Windler,CLE,24,78,196,31,513,19.0,22.0,0.3,0.4,-100.0,-100.0,-100.0,-100.0,47.0,49.0,-100.0,-100.0,-100.0,-100.0,66.3,1.1578947368421053,0.11662198391420911,0.28657616892911014,1.3333333333333335,0.01584507042253521,0.004524886877828055,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0425531914893618,0.47344110854503463,0.7088989441930619,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
E'Twaun Moore,PHX,32,75,191,27,389,10.0,11.0,1.5,1.3,-100.0,-100.0,11.0,13.0,50.0,42.0,16.0,11.0,-100.0,-100.0,88.5,1.1,0.16621983914209115,0.11299435028248588,0.8666666666666667,0.4859154929577465,0.01694915254237288,-100.0,-100.0,-100.0,1.1818181818181819,0.13513513513513514,0.12429378531073447,0.84,0.8972286374133949,0.5649717514124294,0.6875,0.8483870967741935,0.1807909604519774,-100.0,-100.0,-100.0
Ed Davis,MIN,32,81,218,23,299,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,32.0,35.0,24.0,30.0,-100.0,-100.0,-100.0,-100.0,56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.09375,0.23573573573573572,0.5714285714285714,1.25,0.08314087759815242,0.42857142857142855,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Edmond Sumner,IND,25,76,196,53,861,19.0,25.0,0.7,0.6,-100.0,-100.0,17.0,17.0,88.0,102.0,26.0,39.0,19.0,15.0,169.7,1.3157894736842106,0.02680965147453083,0.11196228638774308,0.8571428571428572,0.5158450704225352,0.0041249263406010605,-100.0,-100.0,-100.0,1.0,0.37537537537537535,0.10017678255745434,1.1590909090909092,0.20785219399538107,0.5185621685327048,1.5,0.017741935483870968,0.1532115497937537,0.7894736842105263,0.8186440677966101,0.11196228638774308
Elfrid Payton,NYK,27,75,195,63,1484,39.0,29.0,5.5,4.5,14.0,19.0,14.0,15.0,192.0,211.0,54.0,53.0,29.0,34.0,347.5,0.7435897435897436,0.774798927613941,0.11223021582733812,0.8181818181818182,0.5809859154929577,0.015827338129496403,1.3571428571428572,0.12452107279693486,0.04028776978417266,1.0714285714285714,0.26576576576576577,0.04028776978417266,1.0989583333333333,0.3325635103926097,0.5525179856115108,0.9814814814814815,0.41935483870967744,0.1553956834532374,1.1724137931034482,0.21694915254237288,0.08345323741007195
Elijah Bryant,MIL,26,77,210,1,32,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Elijah Hughes,UTA,23,77,215,18,64,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Enes Kanter,POR,29,82,250,72,1757,50.0,55.0,-100.0,-100.0,73.0,96.0,74.0,63.0,144.0,160.0,-100.0,-100.0,12.0,8.0,353.0,1.1,0.16621983914209115,0.141643059490085,-100.0,-100.0,-100.0,1.3150684931506849,0.16091954022988506,0.20679886685552407,0.8513513513513513,0.6876876876876877,0.2096317280453258,1.1111111111111112,0.3117782909930716,0.40793201133144474,-100.0,-100.0,-100.0,0.6666666666666666,0.9050847457627119,0.0339943342776204
Eric Bledsoe,NOP,31,73,214,71,2112,28.0,26.0,3.3,2.7,19.0,25.0,20.0,20.0,280.0,317.0,89.0,99.0,42.0,44.0,481.3,0.9285714285714286,0.4544235924932976,0.0581757739455641,0.8181818181818182,0.5809859154929577,0.006856430500727197,1.3157894736842106,0.15517241379310345,0.039476418034489924,1.0,0.37537537537537535,0.0415541242468315,1.1321428571428571,0.2540415704387991,0.5817577394556409,1.1123595505617978,0.2,0.18491585289840015,1.0476190476190477,0.423728813559322,0.08726366091834614
Eric Gordon,HOU,32,75,215,27,789,14.0,8.0,5.1,5.6,-100.0,-100.0,23.0,19.0,56.0,35.0,18.0,17.0,-100.0,-100.0,116.1,0.5714285714285714,0.935656836461126,0.12058570198105083,1.0980392156862746,0.07394366197183098,0.04392764857881137,-100.0,-100.0,-100.0,0.8260869565217391,0.7267267267267268,0.19810508182601208,0.625,0.976905311778291,0.4823428079242033,0.9444444444444444,0.4935483870967742,0.15503875968992248,-100.0,-100.0,-100.0
Eric Paschall,GSW,24,78,255,40,695,41.0,32.0,0.5,0.5,10.0,12.0,20.0,12.0,52.0,46.0,10.0,4.0,-100.0,-100.0,133.5,0.7804878048780488,0.7238605898123325,0.30711610486891383,1.0,0.198943661971831,0.003745318352059925,1.2,0.28544061302681994,0.0749063670411985,0.6,0.96996996996997,0.149812734082397,0.8846153846153846,0.836027713625866,0.3895131086142322,0.4,0.9806451612903225,0.0749063670411985,-100.0,-100.0,-100.0
Ersan Ilyasova,UTA,34,81,235,17,148,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Evan Fournier,BOS,28,79,205,42,1259,42.0,41.0,7.8999999999999995,7.199999999999999,-100.0,-100.0,12.0,16.0,151.0,146.0,50.0,49.0,43.0,39.0,305.9,0.9761904761904762,0.3726541554959786,0.13729977116704806,0.9113924050632911,0.4014084507042254,0.02582543314808761,-100.0,-100.0,-100.0,1.3333333333333333,0.04504504504504504,0.03922850604772802,0.9668874172185431,0.6859122401847575,0.49362536776724425,0.98,0.4258064516129032,0.16345210853220007,0.9069767441860465,0.6305084745762712,0.14056881333769206
Facundo Campazzo,DEN,30,70,195,65,1425,41.0,40.0,1.9,1.6,14.0,19.0,34.0,27.0,207.0,232.0,46.0,34.0,22.0,25.0,365.9,0.975609756097561,0.3753351206434316,0.11205247335337525,0.8421052631578948,0.5387323943661971,0.005192675594424706,1.3571428571428572,0.12452107279693486,0.0382618201694452,0.7941176470588235,0.7747747747747747,0.09292156326865264,1.1207729468599035,0.2909930715935335,0.5657283410767969,0.7391304347826086,0.8161290322580645,0.1257174091281771,1.1363636363636365,0.26101694915254237,0.06012571740912818
Frank Jackson,DET,23,75,205,40,738,13.0,16.0,1.3,0.9,-100.0,-100.0,-100.0,-100.0,47.0,43.0,25.0,15.0,26.0,21.0,112.3,1.2307692307692308,0.057640750670241284,0.1157613535173642,0.6923076923076923,0.8327464788732394,0.01157613535173642,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9148936170212766,0.7967667436489607,0.41852181656277826,0.6,0.9338709677419355,0.2226179875333927,0.8076923076923077,0.7932203389830509,0.2315227070347284
Frank Kaminsky,PHX,28,84,240,47,715,41.0,45.0,-100.0,-100.0,22.0,27.0,29.0,28.0,77.0,89.0,-100.0,-100.0,-100.0,-100.0,169.0,1.0975609756097562,0.1742627345844504,0.24260355029585798,-100.0,-100.0,-100.0,1.2272727272727273,0.24904214559386972,0.1301775147928994,0.9655172413793104,0.44144144144144143,0.17159763313609466,1.155844155844156,0.21016166281755197,0.4556213017751479,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Frank Mason III,ORL,27,71,190,4,79,-100.0,-100.0,3.0,1.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-100.0,-100.0,-100.0,0.5,0.9630281690140845,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Frank Ntilikina,NYK,22,76,200,33,322,-100.0,-100.0,0.8,0.5,-100.0,-100.0,-100.0,-100.0,33.0,40.0,15.0,9.0,11.0,14.0,59.8,-100.0,-100.0,-100.0,0.625,0.9225352112676056,0.013377926421404684,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2121212121212122,0.12124711316397228,0.5518394648829432,0.6,0.9338709677419355,0.2508361204013378,1.2727272727272727,0.1135593220338983,0.1839464882943144
Fred VanVleet,TOR,27,73,197,52,1899,50.0,38.0,6.8,6.4,15.0,15.0,35.0,33.0,261.0,262.0,39.0,38.0,33.0,35.0,439.8,0.76,0.739946380697051,0.11368804001819008,0.9411764705882354,0.34507042253521125,0.01546157344247385,1.0,0.5440613026819924,0.034106412005457026,0.9428571428571428,0.4954954954954955,0.07958162801273305,1.003831417624521,0.5935334872979214,0.5934515688949522,0.9743589743589743,0.44193548387096776,0.08867667121418826,1.0606060606060606,0.4101694915254237,0.07503410641200546
Freddie Gillespie,TOR,24,81,245,20,392,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12.0,14.0,54.0,63.0,-100.0,-100.0,-100.0,-100.0,66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1666666666666667,0.14564564564564564,0.18181818181818182,1.1666666666666667,0.18706697459584296,0.8181818181818182,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Furkan Korkmaz,PHI,23,79,202,55,1062,33.0,36.0,1.6,1.1,13.0,10.0,10.0,9.0,103.0,81.0,42.0,52.0,20.0,20.0,222.6,1.0909090909090908,0.1876675603217158,0.14824797843665768,0.6875,0.8415492957746479,0.0071877807726864335,0.7692307692307693,0.842911877394636,0.058400718778077274,0.9,0.5870870870870871,0.044923629829290206,0.7864077669902912,0.9399538106235565,0.46271338724168914,1.2380952380952381,0.08064516129032258,0.18867924528301888,1.0,0.45932203389830506,0.08984725965858041
Gabe Vincent,MIA,25,75,200,50,655,10.0,4.0,1.3,0.9,-100.0,-100.0,11.0,8.0,137.0,138.0,-100.0,-100.0,13.0,13.0,172.3,0.4,0.982573726541555,0.05803830528148578,0.6923076923076923,0.8327464788732394,0.0075449796865931515,-100.0,-100.0,-100.0,0.7272727272727273,0.8723723723723724,0.06384213580963435,1.0072992700729928,0.581986143187067,0.7951247823563551,-100.0,-100.0,-100.0,1.0,0.45932203389830506,0.0754497968659315
Gabriel Deck,OKC,26,78,231,10,212,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,24.0,27.0,-100.0,-100.0,-100.0,-100.0,24.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.125,0.2806004618937644,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Garrett Temple,CHI,35,77,195,56,1528,32.0,18.0,0.9,0.8,24.0,28.0,31.0,23.0,127.0,111.0,63.0,50.0,62.0,50.0,339.9,0.5625,0.9423592493297587,0.09414533686378347,0.888888888888889,0.43661971830985913,0.00264783759929391,1.1666666666666667,0.32567049808429116,0.07060900264783761,0.7419354838709677,0.8588588588588588,0.09120329508679025,0.8740157480314961,0.8660508083140878,0.37363930567814063,0.7936507936507936,0.7516129032258064,0.18534863195057372,0.8064516129032258,0.7966101694915254,0.1824065901735805
Garrison Mathews,WAS,24,77,215,64,1038,38.0,36.0,-100.0,-100.0,-100.0,-100.0,13.0,10.0,124.0,133.0,34.0,26.0,35.0,38.0,244.0,0.9473684210526315,0.4289544235924933,0.1557377049180328,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7692307692307693,0.8183183183183184,0.05327868852459016,1.0725806451612903,0.394919168591224,0.5081967213114754,0.7647058823529411,0.782258064516129,0.13934426229508196,1.0857142857142856,0.34915254237288135,0.14344262295081966
Gary Clark,PHI,26,78,225,39,654,-100.0,-100.0,-100.0,-100.0,12.0,15.0,10.0,8.0,94.0,90.0,12.0,8.0,14.0,0.0,142.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.25,0.2164750957854406,0.08450704225352113,0.8,0.7612612612612613,0.07042253521126761,0.9574468085106383,0.6997690531177829,0.6619718309859155,0.6666666666666666,0.8709677419354839,0.08450704225352113,0.0,1.0,0.09859154929577464
Gary Harris,ORL,26,76,210,39,1080,17.0,11.0,4.7,3.4,-100.0,-100.0,-100.0,-100.0,112.0,106.0,41.0,47.0,13.0,10.0,187.7,0.6470588235294118,0.8967828418230563,0.09057005860415557,0.7234042553191489,0.7711267605633803,0.025039957378795955,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9464285714285714,0.73094688221709,0.5966968566862014,1.146341463414634,0.17096774193548386,0.21843367075119874,0.7692307692307693,0.8406779661016949,0.06925945657964838
Gary Payton II,GSW,28,75,195,10,40,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Gary Trent Jr.,TOR,22,77,209,58,1802,40.0,39.0,5.699999999999999,4.5,10.0,11.0,16.0,21.0,132.0,149.0,53.0,41.0,46.0,56.0,302.7,0.975,0.3780160857908847,0.13214403700033037,0.7894736842105264,0.6514084507042254,0.018830525272547076,1.1,0.40804597701149425,0.03303600925008259,1.3125,0.05555555555555555,0.052857614800132145,1.128787878787879,0.26674364896073904,0.4360753221010902,0.7735849056603774,0.7709677419354839,0.17509084902543773,1.2173913043478262,0.1694915254237288,0.15196564255037992
George Hill,PHI,35,76,188,30,672,-100.0,-100.0,5.4,4.300000000000001,-100.0,-100.0,-100.0,-100.0,66.0,72.0,14.0,11.0,-100.0,-100.0,85.4,-100.0,-100.0,-100.0,0.7962962962962964,0.6408450704225352,0.06323185011709602,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0909090909090908,0.35219399538106233,0.7728337236533958,0.7857142857142857,0.7596774193548387,0.16393442622950818,-100.0,-100.0,-100.0
Georges Niang,UTA,28,79,230,72,1154,42.0,30.0,0.2,0.1,14.0,8.0,25.0,22.0,115.0,109.0,25.0,25.0,18.0,15.0,239.2,0.7142857142857143,0.8257372654155496,0.17558528428093648,0.5,0.9630281690140845,0.0008361204013377927,0.5714285714285714,0.946360153256705,0.05852842809364549,0.88,0.6171171171171171,0.10451505016722408,0.9478260869565217,0.7274826789838337,0.4807692307692308,1.0,0.38870967741935486,0.10451505016722408,0.8333333333333334,0.7542372881355932,0.07525083612040134
Giannis Antetokounmpo,MIL,26,83,242,61,2013,65.0,69.0,2.0,2.2,29.0,23.0,25.0,22.0,213.0,241.0,36.0,42.0,38.0,37.0,408.0,1.0615384615384615,0.22788203753351208,0.15931372549019607,1.1,0.07042253521126761,0.004901960784313725,0.7931034482758621,0.8237547892720306,0.07107843137254902,0.88,0.6171171171171171,0.061274509803921566,1.1314553990610328,0.25635103926096997,0.5220588235294118,1.1666666666666667,0.1435483870967742,0.08823529411764706,0.9736842105263158,0.5050847457627119,0.09313725490196079
Glenn Robinson III,SAC,27,78,222,23,369,10.0,6.0,-100.0,-100.0,-100.0,-100.0,13.0,14.0,36.0,54.0,12.0,6.0,-100.0,-100.0,71.0,0.6,0.9195710455764075,0.14084507042253522,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0769230769230769,0.25675675675675674,0.18309859154929578,1.5,0.006928406466512702,0.5070422535211268,0.5,0.9629032258064516,0.16901408450704225,-100.0,-100.0,-100.0
