Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,off-screen_poss,off-screen_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,off-screen_ppp,off-screen_percentile,off-screen_freq
Andrew Wiggins,GSW,26,79,197,71,2364,70.0,58.0,4.0,3.8,35.0,31.0,64.0,64.0,307.0,328.0,77.0,75.0,76.0,64.0,633.0,0.8285714285714286,0.6300268096514745,0.11058451816745656,0.95,0.33098591549295775,0.00631911532385466,0.8857142857142857,0.6934865900383141,0.05529225908372828,1.0,0.37537537537537535,0.10110584518167456,1.0684039087947883,0.3995381062355658,0.4849921011058452,0.974025974025974,0.44516129032258067,0.12164296998420221,0.8421052631578947,0.7372881355932204,0.12006319115323855
Anfernee Simons,POR,22,75,181,64,1104,17.0,22.0,2.6,2.5,14.0,11.0,17.0,11.0,122.0,140.0,39.0,46.0,17.0,22.0,228.6,1.2941176470588236,0.0388739946380697,0.07436570428696414,0.9615384615384615,0.3028169014084507,0.011373578302712161,0.7857142857142857,0.8333333333333334,0.06124234470691164,0.6470588235294118,0.9354354354354354,0.07436570428696414,1.1475409836065573,0.22863741339491916,0.5336832895888014,1.1794871794871795,0.12903225806451613,0.17060367454068243,1.2941176470588236,0.0847457627118644,0.07436570428696414
Anthony Davis,LAL,28,82,253,36,1162,44.0,42.0,1.1,0.7,33.0,23.0,19.0,21.0,152.0,148.0,13.0,10.0,17.0,15.0,279.1,0.9545454545454546,0.41823056300268097,0.15764958796130418,0.6363636363636362,0.9154929577464789,0.003941239699032604,0.696969696969697,0.9022988505747126,0.11823719097097814,1.105263157894737,0.21921921921921922,0.0680759584378359,0.9736842105263158,0.6720554272517321,0.5446076675026872,0.7692307692307693,0.7774193548387097,0.046578287352203505,0.8823529411764706,0.6745762711864407,0.06091006807595843
Anthony Edwards,MIN,19,76,225,72,2314,39.0,40.0,6.4,5.1,10.0,12.0,38.0,36.0,274.0,322.0,76.0,73.0,44.0,63.0,487.4,1.0256410256410255,0.29222520107238603,0.08001641362330734,0.7968749999999999,0.6373239436619719,0.013130898645876079,1.2,0.28544061302681994,0.02051702913418137,0.9473684210526315,0.4804804804804805,0.07796471070988921,1.1751824817518248,0.16397228637413394,0.5621665982765696,0.9605263157894737,0.4612903225806452,0.15592942141977842,1.4318181818181819,0.04067796610169491,0.09027492819039803
Anthony Gill,WAS,28,79,230,26,218,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anthony Lamb,HOU,23,78,227,24,415,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.0,19.0,42.0,59.0,12.0,4.0,-100.0,-100.0,72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0555555555555556,0.2987987987987988,0.25,1.4047619047619047,0.016166281755196306,0.5833333333333334,0.3333333333333333,0.9903225806451613,0.16666666666666666,-100.0,-100.0,-100.0
Anthony Tolliver,PHI,36,80,240,11,99,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anzejs Pasecniks,WAS,25,85,229,1,6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Armoni Brooks,HOU,23,75,195,20,520,-100.0,-100.0,1.4,0.9,-100.0,-100.0,11.0,12.0,58.0,65.0,10.0,10.0,14.0,13.0,94.4,-100.0,-100.0,-100.0,0.6428571428571429,0.9102112676056338,0.01483050847457627,-100.0,-100.0,-100.0,1.0909090909090908,0.24174174174174173,0.11652542372881355,1.1206896551724137,0.29330254041570436,0.6144067796610169,1.0,0.38870967741935486,0.1059322033898305,0.9285714285714286,0.5779661016949152,0.1483050847457627
Aron Baynes,TOR,34,82,260,53,980,16.0,12.0,-100.0,-100.0,45.0,49.0,28.0,13.0,98.0,119.0,-100.0,-100.0,-100.0,-100.0,187.0,0.75,0.7627345844504021,0.0855614973262032,-100.0,-100.0,-100.0,1.0888888888888888,0.4329501915708812,0.24064171122994651,0.4642857142857143,0.990990990990991,0.1497326203208556,1.2142857142857142,0.11547344110854503,0.5240641711229946,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Ashton Hagans,MIN,21,75,190,2,4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Austin Rivers,DEN,28,76,200,36,845,-100.0,-100.0,3.2,2.1,-100.0,-100.0,-100.0,-100.0,88.0,82.0,25.0,26.0,35.0,40.0,151.2,-100.0,-100.0,-100.0,0.65625,0.8873239436619719,0.021164021164021166,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9318181818181818,0.7598152424942263,0.5820105820105821,1.04,0.32903225806451614,0.16534391534391535,1.1428571428571428,0.25254237288135595,0.2314814814814815
Avery Bradley,HOU,30,75,180,27,602,-100.0,-100.0,1.9,0.6,-100.0,-100.0,-100.0,-100.0,67.0,79.0,14.0,9.0,11.0,12.0,93.9,-100.0,-100.0,-100.0,0.3157894736842105,1.0,0.020234291799787005,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1791044776119404,0.15704387990762125,0.7135250266240681,0.6428571428571429,0.9,0.1490947816826411,1.0909090909090908,0.34067796610169493,0.11714589989350373
Axel Toupane,MIL,28,79,210,8,61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bam Adebayo,MIA,23,81,255,64,2143,91.0,71.0,0.8,0.7,44.0,45.0,50.0,32.0,231.0,226.0,12.0,15.0,15.0,16.0,443.8,0.7802197802197802,0.7265415549597856,0.20504731861198738,0.8749999999999999,0.4595070422535211,0.0018026137899954935,1.0227272727272727,0.5172413793103449,0.09914375844975214,0.64,0.9459459459459459,0.11266336187471834,0.9783549783549783,0.6558891454965358,0.5205047318611987,1.25,0.07419354838709677,0.027039206849932402,1.0666666666666667,0.38305084745762713,0.0337990085624155
Ben McLemore,LAL,28,75,195,53,905,-100.0,-100.0,0.4,0.4,-100.0,-100.0,-100.0,-100.0,87.0,100.0,12.0,9.0,17.0,10.0,116.4,-100.0,-100.0,-100.0,1.0,0.198943661971831,0.003436426116838488,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1494252873563218,0.22401847575057737,0.7474226804123711,0.75,0.8048387096774193,0.10309278350515463,0.5882352941176471,0.9491525423728814,0.14604810996563572
Ben Simmons,PHI,24,83,240,58,1877,52.0,38.0,2.6,1.9,22.0,10.0,20.0,15.0,173.0,161.0,68.0,56.0,44.0,31.0,381.6,0.7307692307692307,0.789544235924933,0.13626834381551362,0.7307692307692307,0.7640845070422535,0.006813417190775681,0.45454545454545453,0.975095785440613,0.057651991614255764,0.75,0.8423423423423423,0.05241090146750524,0.930635838150289,0.7621247113163973,0.4533542976939203,0.8235294117647058,0.7209677419354839,0.17819706498951782,0.7045454545454546,0.8677966101694915,0.11530398322851153
Bismack Biyombo,CHA,28,80,255,66,1349,85.0,78.0,-100.0,-100.0,18.0,18.0,46.0,49.0,156.0,184.0,-100.0,-100.0,-100.0,-100.0,305.0,0.9176470588235294,0.47989276139410186,0.2786885245901639,-100.0,-100.0,-100.0,1.0,0.5440613026819924,0.05901639344262295,1.065217391304348,0.2777777777777778,0.15081967213114755,1.1794871794871795,0.15473441108545036,0.5114754098360655,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Blake Griffin,BKN,32,81,250,46,1187,85.0,101.0,1.9,2.1,34.0,28.0,33.0,26.0,128.0,117.0,-100.0,-100.0,16.0,17.0,297.9,1.188235294117647,0.09115281501340483,0.2853306478684122,1.105263157894737,0.06338028169014084,0.006377979187646861,0.8235294117647058,0.7969348659003831,0.1141322591473649,0.7878787878787878,0.7942942942942943,0.11077542799597181,0.9140625,0.7990762124711316,0.4296743873783149,-100.0,-100.0,-100.0,1.0625,0.4,0.053709298422289366
Boban Marjanovic,DAL,32,88,290,33,271,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bobby Portis,MIL,26,82,250,66,1372,55.0,48.0,-100.0,-100.0,50.0,47.0,47.0,39.0,107.0,114.0,-100.0,-100.0,-100.0,-100.0,259.0,0.8727272727272727,0.5683646112600537,0.21235521235521235,-100.0,-100.0,-100.0,0.94,0.6053639846743295,0.19305019305019305,0.8297872340425532,0.7177177177177178,0.18146718146718147,1.0654205607476634,0.40877598152424943,0.41312741312741313,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bogdan Bogdanovic,ATL,28,78,220,44,1305,36.0,37.0,3.5,3.5,14.0,21.0,24.0,18.0,162.0,183.0,39.0,36.0,31.0,21.0,309.5,1.0277777777777777,0.2855227882037534,0.11631663974151858,1.0,0.198943661971831,0.011308562197092083,1.5,0.05363984674329502,0.045234248788368334,0.75,0.8423423423423423,0.07754442649434572,1.1296296296296295,0.26096997690531176,0.5234248788368336,0.9230769230769231,0.5451612903225806,0.1260096930533118,0.6774193548387096,0.8966101694915254,0.10016155088852989
Bojan Bogdanovic,UTA,32,79,226,72,2216,57.0,56.0,1.3,1.4,23.0,31.0,52.0,53.0,179.0,154.0,43.0,39.0,48.0,45.0,403.3,0.9824561403508771,0.36193029490616624,0.14133399454500373,1.0769230769230769,0.0880281690140845,0.003223406893131664,1.3478260869565217,0.13409961685823754,0.05702950657079097,1.0192307692307692,0.33933933933933935,0.12893627572526656,0.8603351955307262,0.8799076212471132,0.4438383337465906,0.9069767441860465,0.5806451612903226,0.10662038184973964,0.9375,0.5661016949152542,0.11901810066947681
Bol Bol,DEN,21,86,220,32,160,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brad Wanamaker,CHA,31,75,210,61,1053,38.0,41.0,3.6,2.6,-100.0,-100.0,10.0,8.0,131.0,142.0,19.0,20.0,15.0,17.0,216.6,1.0789473684210527,0.2064343163538874,0.1754385964912281,0.7222222222222222,0.7799295774647887,0.01662049861495845,-100.0,-100.0,-100.0,0.8,0.7612612612612613,0.046168051708217916,1.083969465648855,0.371824480369515,0.6048014773776547,1.0526315789473684,0.3032258064516129,0.08771929824561404,1.1333333333333333,0.2677966101694915,0.06925207756232687
Bradley Beal,WAS,28,75,207,60,2147,33.0,33.0,9.1,8.8,13.0,16.0,25.0,18.0,232.0,268.0,85.0,74.0,49.0,47.0,446.1,1.0,0.32439678284182305,0.07397444519166106,0.9670329670329672,0.29577464788732394,0.02039901367406411,1.2307692307692308,0.24521072796934865,0.02914144810580587,0.72,0.8828828828828829,0.05604124635731898,1.1551724137931034,0.21247113163972287,0.5200627661959202,0.8705882352941177,0.6483870967741936,0.19054023761488453,0.9591836734693877,0.5220338983050847,0.1098408428603452
Brandon Clarke,MEM,24,80,215,59,1415,56.0,49.0,-100.0,-100.0,29.0,30.0,20.0,15.0,149.0,150.0,18.0,25.0,-100.0,-100.0,272.0,0.875,0.564343163538874,0.20588235294117646,-100.0,-100.0,-100.0,1.0344827586206897,0.5057471264367817,0.10661764705882353,0.75,0.8423423423423423,0.07352941176470588,1.0067114093959733,0.5842956120092379,0.5477941176470589,1.3888888888888888,0.03064516129032258,0.0661764705882353,-100.0,-100.0,-100.0
Brandon Goodwin,ATL,25,72,180,47,620,13.0,13.0,1.9,1.4,-100.0,-100.0,-100.0,-100.0,80.0,99.0,16.0,14.0,-100.0,-100.0,110.9,1.0,0.32439678284182305,0.11722272317403065,0.7368421052631579,0.7447183098591549,0.017132551848512173,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2375,0.09122401847575058,0.7213706041478809,0.875,0.6387096774193548,0.1442741208295762,-100.0,-100.0,-100.0
Brandon Ingram,NOP,23,80,190,61,2092,27.0,22.0,6.9,6.7,28.0,25.0,12.0,12.0,219.0,238.0,54.0,66.0,59.0,61.0,405.9,0.8148148148148148,0.6595174262734584,0.0665188470066519,0.9710144927536232,0.2887323943661972,0.01699926090169993,0.8928571428571429,0.685823754789272,0.06898250800689826,1.0,0.37537537537537535,0.029563932002956393,1.08675799086758,0.3648960739030023,0.5395417590539542,1.2222222222222223,0.08548387096774193,0.1330376940133038,1.0338983050847457,0.43050847457627117,0.1453559990145356
Brian Bowen II,IND,22,78,190,6,15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brodric Thomas,CLE,24,77,185,32,399,-100.0,-100.0,0.9,0.4,-100.0,-100.0,-100.0,-100.0,36.0,28.0,11.0,12.0,10.0,8.0,57.9,-100.0,-100.0,-100.0,0.4444444444444445,0.9788732394366197,0.015544041450777204,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7777777777777778,0.9434180138568129,0.6217616580310881,1.0909090909090908,0.23387096774193547,0.1899827288428325,0.8,0.8084745762711865,0.17271157167530224
Brook Lopez,MIL,33,84,282,70,1902,86.0,96.0,-100.0,-100.0,80.0,75.0,61.0,65.0,226.0,222.0,11.0,18.0,-100.0,-100.0,464.0,1.1162790697674418,0.14745308310991956,0.1853448275862069,-100.0,-100.0,-100.0,0.9375,0.6149425287356322,0.1724137931034483,1.0655737704918034,0.2732732732732733,0.1314655172413793,0.9823008849557522,0.6454965357967667,0.4870689655172414,1.6363636363636365,0.00967741935483871,0.023706896551724137,-100.0,-100.0,-100.0
Bruce Brown,BKN,24,76,202,65,1451,34.0,27.0,0.3,0.1,14.0,17.0,50.0,62.0,200.0,205.0,48.0,45.0,41.0,45.0,387.3,0.7941176470588235,0.6890080428954424,0.08778724502969275,0.33333333333333337,0.9911971830985915,0.0007745933384972889,1.2142857142857142,0.26436781609195403,0.036147689129873484,1.24,0.0960960960960961,0.12909888974954814,1.025,0.5334872979214781,0.5163955589981926,0.9375,0.5048387096774194,0.12393493415956622,1.0975609756097562,0.3288135593220339,0.10586108959462949
Bruno Caboclo,HOU,25,81,218,6,36,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bruno Fernando,ATL,22,81,240,33,226,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12.0,13.0,-100.0,-100.0,-100.0,-100.0,12.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0833333333333333,0.37528868360277134,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bryn Forbes,MIL,27,74,205,70,1354,23.0,23.0,0.6,0.7,14.0,12.0,17.0,12.0,132.0,174.0,47.0,44.0,26.0,30.0,259.6,1.0,0.32439678284182305,0.08859784283513096,1.1666666666666667,0.040492957746478875,0.002311248073959938,0.8571428571428571,0.7471264367816092,0.05392912172573189,0.7058823529411765,0.9039039039039038,0.06548536209553159,1.3181818181818181,0.03579676674364896,0.5084745762711864,0.9361702127659575,0.5096774193548387,0.1810477657935285,1.1538461538461537,0.23559322033898306,0.10015408320493066
