Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,transition_poss,transition_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,cut_poss,cut_pts,off-screen_poss,off-screen_pts,putbacks_poss,putbacks_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,transition_ppp,transition_percentile,transition_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,cut_ppp,cut_percentile,cut_freq,off-screen_ppp,off-screen_percentile,off-screen_freq,putbacks_ppp,putbacks_percentile,putbacks_freq
Alex Caruso,LAL,27,76,186,58,1216,17.0,7.0,75.0,79.0,1.6,1.1,-100.0,-100.0,-100.0,-100.0,125.0,139.0,14.0,6.0,36.0,41.0,-100.0,-100.0,-100.0,-100.0,268.6,0.4117647058823529,0.056768558951965066,0.06329113924050632,1.0533333333333332,0.3418491484184915,0.27922561429635145,0.6875,0.1619718309859155,0.005956813104988831,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.112,0.7398568019093079,0.4653760238272524,0.42857142857142855,0.025590551181102362,0.05212211466865227,1.1388888888888888,0.2563291139240506,0.13402829486224868,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alex Len,WAS,28,84,250,64,979,-100.0,-100.0,56.0,78.0,-100.0,-100.0,66.0,83.0,15.0,16.0,19.0,17.0,-100.0,-100.0,133.0,148.0,-100.0,-100.0,53.0,60.0,342.0,-100.0,-100.0,-100.0,1.3928571428571428,0.9148418491484185,0.16374269005847952,-100.0,-100.0,-100.0,1.2575757575757576,0.7793427230046949,0.19298245614035087,1.0666666666666667,0.8013698630136986,0.043859649122807015,0.8947368421052632,0.26968973747016706,0.05555555555555555,-100.0,-100.0,-100.0,1.112781954887218,0.2310126582278481,0.3888888888888889,-100.0,-100.0,-100.0,1.1320754716981132,0.5617977528089888,0.15497076023391812
Alfonzo McKinnie,LAL,28,79,215,39,258,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alize Johnson,BKN,25,79,212,18,189,-100.0,-100.0,15.0,17.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12.0,13.0,-100.0,-100.0,24.0,30.0,-100.0,-100.0,16.0,24.0,67.0,-100.0,-100.0,-100.0,1.1333333333333333,0.5158150851581509,0.22388059701492538,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0833333333333333,0.6646778042959427,0.1791044776119403,-100.0,-100.0,-100.0,1.25,0.42563291139240506,0.3582089552238806,-100.0,-100.0,-100.0,1.5,0.9456928838951311,0.23880597014925373
Amida Brimah,IND,27,82,230,5,29,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Amir Coffey,LAC,24,79,210,44,395,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anderson Varejao,CLE,38,83,260,5,36,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Drummond,LAL,27,82,279,46,1242,54.0,41.0,63.0,77.0,-100.0,-100.0,81.0,71.0,187.0,153.0,66.0,42.0,-100.0,-100.0,132.0,153.0,-100.0,-100.0,132.0,126.0,715.0,0.7592592592592593,0.30131004366812225,0.07552447552447553,1.2222222222222223,0.7250608272506083,0.08811188811188811,-100.0,-100.0,-100.0,0.8765432098765432,0.1596244131455399,0.11328671328671329,0.8181818181818182,0.2534246575342466,0.26153846153846155,0.6363636363636364,0.06801909307875895,0.09230769230769231,-100.0,-100.0,-100.0,1.1590909090909092,0.27848101265822783,0.18461538461538463,-100.0,-100.0,-100.0,0.9545454545454546,0.24906367041198502,0.18461538461538463
Andre Iguodala,MIA,37,78,215,63,1339,-100.0,-100.0,35.0,24.0,0.3,0.2,18.0,14.0,-100.0,-100.0,166.0,163.0,-100.0,-100.0,24.0,24.0,-100.0,-100.0,-100.0,-100.0,243.3,-100.0,-100.0,-100.0,0.6857142857142857,0.031630170316301706,0.14385532264693793,0.6666666666666667,0.13556338028169015,0.0012330456226880393,0.7777777777777778,0.09389671361502347,0.07398273736128236,-100.0,-100.0,-100.0,0.9819277108433735,0.4439140811455847,0.6822852445540485,-100.0,-100.0,-100.0,1.0,0.11550632911392406,0.09864364981504316,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Roberson,BKN,29,79,210,5,63,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Wiggins,GSW,26,79,197,71,2364,135.0,140.0,201.0,236.0,4.0,3.8,-100.0,-100.0,75.0,71.0,283.0,276.0,88.0,89.0,81.0,110.0,56.0,44.0,52.0,54.0,975.0,1.037037037037037,0.7947598253275109,0.13846153846153847,1.1741293532338308,0.6082725060827251,0.20615384615384616,0.95,0.6725352112676056,0.0041025641025641026,-100.0,-100.0,-100.0,0.9466666666666667,0.5,0.07692307692307693,0.9752650176678446,0.431980906921241,0.29025641025641025,1.0113636363636365,0.6377952755905512,0.09025641025641026,1.3580246913580247,0.6392405063291139,0.08307692307692308,0.7857142857142857,0.1989795918367347,0.057435897435897436,1.0384615384615385,0.37640449438202245,0.05333333333333334
Anfernee Simons,POR,22,75,181,64,1104,50.0,43.0,63.0,58.0,2.6,2.5,-100.0,-100.0,-100.0,-100.0,131.0,195.0,19.0,18.0,-100.0,-100.0,13.0,11.0,-100.0,-100.0,278.6,0.86,0.4978165938864629,0.17946877243359655,0.9206349206349206,0.16058394160583941,0.22613065326633164,0.9615384615384615,0.7007042253521126,0.00933237616654702,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4885496183206106,0.9952267303102625,0.4702081837760229,0.9473684210526315,0.5236220472440944,0.06819813352476668,-100.0,-100.0,-100.0,0.8461538461538461,0.2780612244897959,0.0466618808327351,-100.0,-100.0,-100.0
Anthony Davis,LAL,28,82,253,36,1162,94.0,74.0,77.0,97.0,1.1,0.7,114.0,127.0,171.0,169.0,105.0,84.0,-100.0,-100.0,53.0,91.0,30.0,26.0,45.0,57.0,690.1,0.7872340425531915,0.34934497816593885,0.13621214316765687,1.2597402597402598,0.7907542579075426,0.11157803216925083,0.6363636363636362,0.0880281690140845,0.0015939718881321549,1.1140350877192982,0.4647887323943662,0.16519345022460513,0.9883040935672515,0.589041095890411,0.2477901753369077,0.8,0.162291169451074,0.1521518620489784,-100.0,-100.0,-100.0,1.7169811320754718,0.9841772151898734,0.07680046370091291,0.8666666666666667,0.3086734693877551,0.0434719605854224,1.2666666666666666,0.7659176029962547,0.0652079408781336
Anthony Edwards,MIN,19,76,225,72,2314,176.0,170.0,241.0,258.0,6.4,5.1,-100.0,-100.0,12.0,10.0,297.0,278.0,97.0,105.0,57.0,86.0,68.0,54.0,30.0,29.0,984.4,0.9659090909090909,0.7030567685589519,0.17878911011783827,1.070539419087137,0.36253041362530414,0.24481917919544902,0.7968749999999999,0.36619718309859156,0.006501422186103211,-100.0,-100.0,-100.0,0.8333333333333334,0.2671232876712329,0.012190166598943519,0.936026936026936,0.3269689737470167,0.3017066233238521,1.0824742268041236,0.7677165354330708,0.09853718000812678,1.5087719298245614,0.8924050632911392,0.05790329134498172,0.7941176470588235,0.21428571428571427,0.06907761072734661,0.9666666666666667,0.2696629213483146,0.030475416497358798
Anthony Gill,WAS,28,79,230,26,218,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anthony Lamb,HOU,23,78,227,24,415,-100.0,-100.0,20.0,13.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,65.0,69.0,-100.0,-100.0,17.0,19.0,-100.0,-100.0,12.0,10.0,114.0,-100.0,-100.0,-100.0,0.65,0.019464720194647202,0.17543859649122806,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0615384615384615,0.6229116945107399,0.5701754385964912,-100.0,-100.0,-100.0,1.1176470588235294,0.24050632911392406,0.14912280701754385,-100.0,-100.0,-100.0,0.8333333333333334,0.1198501872659176,0.10526315789473684
Anthony Tolliver,PHI,36,80,240,11,99,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anzejs Pasecniks,WAS,25,85,229,1,6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Armoni Brooks,HOU,23,75,195,20,520,-100.0,-100.0,38.0,39.0,1.4,0.9,-100.0,-100.0,-100.0,-100.0,85.0,87.0,26.0,30.0,-100.0,-100.0,20.0,29.0,-100.0,-100.0,170.4,-100.0,-100.0,-100.0,1.0263157894736843,0.30656934306569344,0.22300469483568075,0.6428571428571429,0.09330985915492958,0.008215962441314553,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0235294117647058,0.5596658711217184,0.4988262910798122,1.1538461538461537,0.8582677165354331,0.15258215962441313,-100.0,-100.0,-100.0,1.45,0.9387755102040817,0.11737089201877934,-100.0,-100.0,-100.0
Aron Baynes,TOR,34,82,260,53,980,-100.0,-100.0,20.0,18.0,-100.0,-100.0,95.0,73.0,13.0,8.0,67.0,66.0,-100.0,-100.0,82.0,101.0,-100.0,-100.0,58.0,53.0,335.0,-100.0,-100.0,-100.0,0.9,0.13503649635036497,0.05970149253731343,-100.0,-100.0,-100.0,0.7684210526315789,0.08450704225352113,0.2835820895522388,0.6153846153846154,0.08904109589041095,0.03880597014925373,0.9850746268656716,0.4606205250596659,0.2,-100.0,-100.0,-100.0,1.2317073170731707,0.3924050632911392,0.24477611940298508,-100.0,-100.0,-100.0,0.9137931034482759,0.18352059925093633,0.17313432835820897
Ashton Hagans,MIN,21,75,190,2,4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Austin Rivers,DEN,28,76,200,36,845,43.0,52.0,40.0,52.0,3.2,2.1,-100.0,-100.0,-100.0,-100.0,92.0,85.0,34.0,35.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,212.2,1.2093023255813953,0.9650655021834061,0.20263901979264845,1.3,0.8284671532846716,0.18850141376060323,0.65625,0.11619718309859155,0.015080113100848258,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9239130434782609,0.3126491646778043,0.4335532516493874,1.0294117647058822,0.6653543307086615,0.16022620169651272,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Avery Bradley,HOU,30,75,180,27,602,-100.0,-100.0,25.0,29.0,1.9,0.6,-100.0,-100.0,-100.0,-100.0,58.0,63.0,27.0,12.0,13.0,15.0,-100.0,-100.0,-100.0,-100.0,124.9,-100.0,-100.0,-100.0,1.16,0.5790754257907542,0.200160128102482,0.3157894736842105,0.0035211267605633804,0.015212169735788629,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0862068965517242,0.6754176610978521,0.46437149719775817,0.4444444444444444,0.031496062992125984,0.21617293835068052,1.1538461538461537,0.2737341772151899,0.10408326661329063,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Axel Toupane,MIL,28,79,210,8,61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bam Adebayo,MIA,23,81,255,64,2143,118.0,112.0,132.0,150.0,0.8,0.7,192.0,254.0,134.0,131.0,69.0,58.0,-100.0,-100.0,229.0,274.0,-100.0,-100.0,73.0,105.0,947.8,0.9491525423728814,0.6703056768558951,0.12449883941759865,1.1363636363636365,0.5279805352798054,0.1392698881620595,0.8749999999999999,0.5440140845070423,0.0008440599282549062,1.3229166666666667,0.8497652582159625,0.20257438278117748,0.9776119402985075,0.5753424657534246,0.14138003798269677,0.8405797101449275,0.2171837708830549,0.07280016881198566,-100.0,-100.0,-100.0,1.1965065502183405,0.33860759493670883,0.24161215446296688,-100.0,-100.0,-100.0,1.4383561643835616,0.9288389513108615,0.07702046845326019
Ben McLemore,LAL,28,75,195,53,905,-100.0,-100.0,83.0,90.0,0.4,0.4,-100.0,-100.0,-100.0,-100.0,158.0,169.0,42.0,28.0,10.0,15.0,67.0,70.0,-100.0,-100.0,360.4,-100.0,-100.0,-100.0,1.0843373493975903,0.39659367396593675,0.230299667036626,1.0,0.8045774647887324,0.001109877913429523,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0696202531645569,0.6324582338902148,0.4384017758046615,0.6666666666666666,0.16338582677165353,0.1165371809100999,1.5,0.8718354430379747,0.02774694783573807,1.044776119402985,0.6122448979591837,0.18590455049944507,-100.0,-100.0,-100.0
Ben Simmons,PHI,24,83,240,58,1877,55.0,55.0,250.0,250.0,2.6,1.9,23.0,20.0,101.0,97.0,53.0,45.0,-100.0,-100.0,108.0,119.0,-100.0,-100.0,45.0,54.0,637.6,1.0,0.7510917030567685,0.08626097867001255,1.0,0.2664233576642336,0.3920953575909661,0.7307692307692307,0.23943661971830985,0.0040777917189460475,0.8695652173913043,0.15023474178403756,0.03607277289836888,0.9603960396039604,0.5342465753424658,0.1584065244667503,0.8490566037735849,0.2243436754176611,0.08312421580928482,-100.0,-100.0,-100.0,1.1018518518518519,0.2088607594936709,0.16938519447929737,-100.0,-100.0,-100.0,1.2,0.6722846441947565,0.0705771643663739
Bismack Biyombo,CHA,28,80,255,66,1349,-100.0,-100.0,46.0,53.0,-100.0,-100.0,62.0,67.0,16.0,7.0,-100.0,-100.0,-100.0,-100.0,143.0,151.0,-100.0,-100.0,51.0,38.0,318.0,-100.0,-100.0,-100.0,1.1521739130434783,0.5571776155717761,0.14465408805031446,-100.0,-100.0,-100.0,1.0806451612903225,0.4131455399061033,0.1949685534591195,0.4375,0.02054794520547945,0.050314465408805034,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.055944055944056,0.1550632911392405,0.449685534591195,-100.0,-100.0,-100.0,0.7450980392156863,0.0599250936329588,0.16037735849056603
Blake Griffin,BKN,32,81,250,46,1187,37.0,24.0,46.0,52.0,1.9,2.1,50.0,61.0,119.0,106.0,107.0,109.0,-100.0,-100.0,29.0,42.0,-100.0,-100.0,21.0,19.0,410.9,0.6486486486486487,0.2183406113537118,0.09004623996106109,1.1304347826086956,0.5036496350364964,0.11194937941104892,1.105263157894737,0.9401408450704225,0.004623996106108542,1.22,0.7183098591549296,0.12168410805548796,0.8907563025210085,0.363013698630137,0.28960817717206133,1.0186915887850467,0.5441527446300716,0.26040399123874425,-100.0,-100.0,-100.0,1.4482758620689655,0.8006329113924051,0.07057678267218302,-100.0,-100.0,-100.0,0.9047619047619048,0.16853932584269662,0.051107325383304945
Boban Marjanovic,DAL,32,88,290,33,271,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bobby Portis,MIL,26,82,250,66,1372,32.0,30.0,91.0,127.0,-100.0,-100.0,114.0,128.0,104.0,101.0,140.0,157.0,-100.0,-100.0,74.0,91.0,-100.0,-100.0,85.0,90.0,640.0,0.9375,0.6375545851528385,0.05,1.3956043956043955,0.9172749391727494,0.1421875,-100.0,-100.0,-100.0,1.1228070175438596,0.5023474178403756,0.178125,0.9711538461538461,0.5547945205479452,0.1625,1.1214285714285714,0.7517899761336515,0.21875,-100.0,-100.0,-100.0,1.2297297297297298,0.38924050632911394,0.115625,-100.0,-100.0,-100.0,1.0588235294117647,0.4157303370786517,0.1328125
