Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,transition_poss,transition_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,cut_poss,cut_pts,off-screen_poss,off-screen_pts,putbacks_poss,putbacks_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,transition_ppp,transition_percentile,transition_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,cut_ppp,cut_percentile,cut_freq,off-screen_ppp,off-screen_percentile,off-screen_freq,putbacks_ppp,putbacks_percentile,putbacks_freq
D.J. Wilson,HOU,25,82,231,35,433,-100.0,-100.0,20.0,15.0,-100.0,-100.0,34.0,29.0,-100.0,-100.0,69.0,74.0,-100.0,-100.0,10.0,13.0,-100.0,-100.0,13.0,14.0,146.0,-100.0,-100.0,-100.0,0.75,0.0535279805352798,0.136986301369863,-100.0,-100.0,-100.0,0.8529411764705882,0.13615023474178403,0.2328767123287671,-100.0,-100.0,-100.0,1.0724637681159421,0.6420047732696897,0.4726027397260274,-100.0,-100.0,-100.0,1.3,0.5300632911392406,0.0684931506849315,-100.0,-100.0,-100.0,1.0769230769230769,0.44756554307116103,0.08904109589041095
DaQuan Jeffries,SAS,23,77,230,31,493,-100.0,-100.0,26.0,30.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,62.0,59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,88.0,-100.0,-100.0,-100.0,1.1538461538461537,0.559610705596107,0.29545454545454547,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9516129032258065,0.3747016706443914,0.7045454545454546,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dakota Mathias,PHI,25,76,200,8,123,-100.0,-100.0,-100.0,-100.0,1.6,1.9,-100.0,-100.0,-100.0,-100.0,15.0,17.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,16.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1874999999999998,0.971830985915493,0.09638554216867469,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1333333333333333,0.7637231503579952,0.9036144578313252,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Damian Jones,SAC,26,83,245,39,546,-100.0,-100.0,12.0,23.0,-100.0,-100.0,37.0,47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,36.0,49.0,-100.0,-100.0,10.0,11.0,95.0,-100.0,-100.0,-100.0,1.9166666666666667,1.0,0.12631578947368421,-100.0,-100.0,-100.0,1.2702702702702702,0.8075117370892019,0.3894736842105263,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.3611111111111112,0.6471518987341772,0.37894736842105264,-100.0,-100.0,-100.0,1.1,0.49812734082397003,0.10526315789473684
Damian Lillard,POR,30,74,195,67,2398,331.0,366.0,156.0,152.0,12.0,12.9,-100.0,-100.0,-100.0,-100.0,91.0,126.0,134.0,139.0,55.0,82.0,69.0,77.0,15.0,15.0,863.0,1.105740181268882,0.9039301310043668,0.38354577056778677,0.9743589743589743,0.23114355231143552,0.18076477404403243,1.075,0.9119718309859155,0.013904982618771726,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.3846153846153846,0.9856801909307876,0.10544611819235226,1.037313432835821,0.6889763779527559,0.1552723059096176,1.490909090909091,0.8481012658227848,0.06373117033603708,1.1159420289855073,0.7193877551020408,0.07995365005793743,1.0,0.31273408239700373,0.01738122827346466
Damion Lee,GSW,28,77,210,57,1079,-100.0,-100.0,47.0,53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,150.0,179.0,23.0,28.0,17.0,29.0,40.0,48.0,-100.0,-100.0,277.0,-100.0,-100.0,-100.0,1.127659574468085,0.49635036496350365,0.16967509025270758,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1933333333333334,0.8591885441527446,0.5415162454873647,1.2173913043478262,0.8818897637795275,0.08303249097472924,1.7058823529411764,0.9810126582278481,0.061371841155234655,1.2,0.8163265306122449,0.1444043321299639,-100.0,-100.0,-100.0
Damyean Dotson,CLE,27,77,210,46,907,22.0,26.0,53.0,65.0,2.0,1.3,-100.0,-100.0,-100.0,-100.0,105.0,99.0,30.0,20.0,11.0,10.0,22.0,19.0,-100.0,-100.0,245.0,1.1818181818181819,0.9432314410480349,0.08979591836734693,1.2264150943396226,0.7372262773722628,0.2163265306122449,0.65,0.10915492957746478,0.00816326530612245,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9428571428571428,0.3448687350835322,0.42857142857142855,0.6666666666666666,0.16338582677165353,0.12244897959183673,0.9090909090909091,0.06962025316455696,0.044897959183673466,0.8636363636363636,0.3010204081632653,0.08979591836734693,-100.0,-100.0,-100.0
Daniel Gafford,WAS,22,82,234,54,791,-100.0,-100.0,31.0,45.0,-100.0,-100.0,84.0,85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,88.0,123.0,-100.0,-100.0,71.0,90.0,274.0,-100.0,-100.0,-100.0,1.4516129032258065,0.9416058394160584,0.11313868613138686,-100.0,-100.0,-100.0,1.0119047619047619,0.323943661971831,0.30656934306569344,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.3977272727272727,0.7310126582278481,0.32116788321167883,-100.0,-100.0,-100.0,1.267605633802817,0.7715355805243446,0.2591240875912409
Daniel Oturu,LAC,21,80,240,30,161,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Daniel Theis,CHI,29,80,245,65,1601,-100.0,-100.0,47.0,47.0,-100.0,-100.0,181.0,200.0,17.0,14.0,130.0,118.0,-100.0,-100.0,99.0,145.0,-100.0,-100.0,60.0,78.0,534.0,-100.0,-100.0,-100.0,1.0,0.2664233576642336,0.08801498127340825,-100.0,-100.0,-100.0,1.1049723756906078,0.4460093896713615,0.3389513108614232,0.8235294117647058,0.2602739726027397,0.031835205992509365,0.9076923076923077,0.2863961813842482,0.24344569288389514,-100.0,-100.0,-100.0,1.4646464646464648,0.8132911392405063,0.1853932584269663,-100.0,-100.0,-100.0,1.3,0.8127340823970037,0.11235955056179775
Danilo Gallinari,ATL,32,82,233,51,1222,58.0,51.0,52.0,75.0,0.5,0.4,62.0,87.0,86.0,68.0,196.0,238.0,20.0,27.0,20.0,28.0,29.0,27.0,12.0,18.0,535.5,0.8793103448275862,0.5414847161572053,0.10830999066293184,1.4423076923076923,0.9391727493917275,0.09710550887021475,0.8,0.3873239436619718,0.0009337068160597573,1.403225806451613,0.9436619718309859,0.1157796451914099,0.7906976744186046,0.2054794520547945,0.16059757236227826,1.2142857142857142,0.8914081145584726,0.3660130718954248,1.35,0.9566929133858267,0.03734827264239029,1.4,0.7420886075949367,0.03734827264239029,0.9310344827586207,0.42346938775510207,0.05415499533146592,1.5,0.9456928838951311,0.022408963585434174
Danny Green,PHI,34,78,215,69,1934,-100.0,-100.0,186.0,208.0,0.4,0.3,-100.0,-100.0,-100.0,-100.0,283.0,326.0,41.0,45.0,-100.0,-100.0,-100.0,-100.0,23.0,15.0,533.4,-100.0,-100.0,-100.0,1.118279569892473,0.4744525547445255,0.3487064116985377,0.7499999999999999,0.28169014084507044,0.0007499062617172854,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1519434628975265,0.8066825775656324,0.5305586801649794,1.0975609756097562,0.7952755905511811,0.07686539182602176,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6521739130434783,0.013108614232209739,0.04311961004874391
Dante Exum,HOU,25,77,214,6,116,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13.0,8.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6153846153846154,0.060859188544152745,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Danuel House Jr.,HOU,28,78,220,36,932,17.0,16.0,83.0,87.0,0.8,0.6,-100.0,-100.0,-100.0,-100.0,125.0,115.0,-100.0,-100.0,20.0,26.0,12.0,7.0,12.0,15.0,269.8,0.9411764705882353,0.648471615720524,0.06300963676797627,1.0481927710843373,0.3357664233576642,0.3076352853965901,0.7499999999999999,0.28169014084507044,0.0029651593773165306,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.92,0.31026252983293556,0.4633061527057079,-100.0,-100.0,-100.0,1.3,0.5300632911392406,0.07412898443291327,0.5833333333333334,0.058673469387755105,0.044477390659747956,1.25,0.7397003745318352,0.044477390659747956
Dario Saric,PHX,27,82,225,50,870,-100.0,-100.0,29.0,35.0,-100.0,-100.0,142.0,151.0,69.0,61.0,79.0,69.0,-100.0,-100.0,48.0,65.0,-100.0,-100.0,24.0,25.0,391.0,-100.0,-100.0,-100.0,1.206896551724138,0.6934306569343066,0.0741687979539642,-100.0,-100.0,-100.0,1.0633802816901408,0.39906103286384975,0.3631713554987212,0.8840579710144928,0.3493150684931507,0.17647058823529413,0.8734177215189873,0.24821002386634844,0.2020460358056266,-100.0,-100.0,-100.0,1.3541666666666667,0.6234177215189873,0.12276214833759591,-100.0,-100.0,-100.0,1.0416666666666667,0.3895131086142322,0.061381074168797956
Darius Bazley,OKC,21,80,208,55,1714,91.0,70.0,191.0,188.0,2.4,1.8,42.0,39.0,-100.0,-100.0,274.0,220.0,35.0,32.0,31.0,43.0,21.0,14.0,36.0,35.0,723.4,0.7692307692307693,0.31877729257641924,0.1257948576168095,0.9842931937172775,0.24330900243309003,0.26403096488802874,0.75,0.2975352112676056,0.0033176665745092617,0.9285714285714286,0.215962441314554,0.058059165053912086,-100.0,-100.0,-100.0,0.8029197080291971,0.16945107398568018,0.37876693392314076,0.9142857142857143,0.4251968503937008,0.048382637544926735,1.3870967741935485,0.7120253164556962,0.042853193254077965,0.6666666666666666,0.08928571428571429,0.029029582526956043,0.9722222222222222,0.27340823970037453,0.04976499861763893
Darius Garland,CLE,21,73,192,54,1790,80.0,61.0,153.0,170.0,7.5,5.9,-100.0,-100.0,-100.0,-100.0,163.0,161.0,72.0,74.0,29.0,31.0,65.0,69.0,-100.0,-100.0,569.5,0.7625,0.3056768558951965,0.14047410008779632,1.1111111111111112,0.4464720194647202,0.26865671641791045,0.7866666666666667,0.3380281690140845,0.013169446883230905,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9877300613496932,0.4701670644391408,0.286215978928885,1.0277777777777777,0.6594488188976378,0.1264266900790167,1.0689655172413792,0.16772151898734178,0.050921861281826165,1.0615384615384615,0.6428571428571429,0.1141352063213345,-100.0,-100.0,-100.0
Darius Miller,OKC,31,78,225,18,197,-100.0,-100.0,10.0,13.0,0.6,0.6,-100.0,-100.0,-100.0,-100.0,21.0,23.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,31.6,-100.0,-100.0,-100.0,1.3,0.8284671532846716,0.3164556962025316,1.0,0.8045774647887324,0.018987341772151896,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0952380952380953,0.6909307875894988,0.6645569620253164,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
David Nwaba,HOU,28,77,219,30,679,-100.0,-100.0,80.0,89.0,0.3,0.3,12.0,16.0,-100.0,-100.0,90.0,84.0,-100.0,-100.0,21.0,27.0,-100.0,-100.0,31.0,39.0,234.3,-100.0,-100.0,-100.0,1.1125,0.45498783454987834,0.3414425949637217,1.0,0.8045774647887324,0.0012804097311139564,1.3333333333333333,0.8591549295774648,0.05121638924455826,-100.0,-100.0,-100.0,0.9333333333333333,0.3221957040572792,0.3841229193341869,-100.0,-100.0,-100.0,1.2857142857142858,0.5079113924050633,0.08962868117797695,-100.0,-100.0,-100.0,1.2580645161290323,0.7528089887640449,0.13230900554844216
Davis Bertans,WAS,28,82,225,57,1464,-100.0,-100.0,121.0,145.0,-100.0,-100.0,24.0,20.0,-100.0,-100.0,181.0,226.0,24.0,21.0,15.0,18.0,131.0,160.0,-100.0,-100.0,496.0,-100.0,-100.0,-100.0,1.1983471074380165,0.6739659367396593,0.2439516129032258,-100.0,-100.0,-100.0,0.8333333333333334,0.11737089201877934,0.04838709677419355,-100.0,-100.0,-100.0,1.2486187845303867,0.9212410501193318,0.3649193548387097,0.875,0.3838582677165354,0.04838709677419355,1.2,0.34810126582278483,0.03024193548387097,1.2213740458015268,0.8316326530612245,0.26411290322580644,-100.0,-100.0,-100.0
De'Aaron Fox,SAC,23,75,185,58,2036,170.0,147.0,277.0,326.0,11.1,10.4,-100.0,-100.0,16.0,18.0,214.0,244.0,51.0,50.0,-100.0,-100.0,-100.0,-100.0,14.0,10.0,753.1,0.8647058823529412,0.5109170305676856,0.22573363431151242,1.1768953068592058,0.6155717761557178,0.3678130394369937,0.936936936936937,0.6408450704225352,0.014739078475634045,-100.0,-100.0,-100.0,1.125,0.8698630136986302,0.021245518523436462,1.1401869158878504,0.7804295942720764,0.2841588102509627,0.9803921568627451,0.5708661417322834,0.06772009029345372,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7142857142857143,0.04307116104868914,0.018589828708006906
De'Andre Hunter,ATL,23,80,225,23,678,18.0,15.0,50.0,67.0,2.5,2.3,-100.0,-100.0,20.0,23.0,104.0,105.0,13.0,17.0,13.0,17.0,14.0,23.0,-100.0,-100.0,234.5,0.8333333333333334,0.4366812227074236,0.0767590618336887,1.34,0.8710462287104623,0.21321961620469082,0.9199999999999999,0.6126760563380281,0.010660980810234541,-100.0,-100.0,-100.0,1.15,0.8904109589041096,0.08528784648187633,1.0096153846153846,0.5178997613365155,0.44349680170575695,1.3076923076923077,0.952755905511811,0.05543710021321962,1.3076923076923077,0.5443037974683544,0.05543710021321962,1.6428571428571428,0.9948979591836735,0.05970149253731343,-100.0,-100.0,-100.0
De'Anthony Melton,MEM,23,74,200,52,1045,18.0,24.0,121.0,125.0,2.4,2.1,-100.0,-100.0,-100.0,-100.0,136.0,149.0,21.0,12.0,17.0,13.0,15.0,10.0,11.0,12.0,341.4,1.3333333333333333,1.0,0.05272407732864675,1.0330578512396693,0.31630170316301703,0.3544229642647921,0.8750000000000001,0.5580985915492958,0.0070298769771529,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0955882352941178,0.6945107398568019,0.39835969537199767,0.5714285714285714,0.08661417322834646,0.06151142355008788,0.7647058823529411,0.03481012658227848,0.04979496192149971,0.6666666666666666,0.08928571428571429,0.043936731107205626,1.0909090909090908,0.47191011235955055,0.03222026947861746
DeAndre Jordan,BKN,32,83,265,57,1246,-100.0,-100.0,37.0,47.0,-100.0,-100.0,79.0,106.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,123.0,184.0,-100.0,-100.0,70.0,79.0,309.0,-100.0,-100.0,-100.0,1.2702702702702702,0.805352798053528,0.11974110032362459,-100.0,-100.0,-100.0,1.3417721518987342,0.8732394366197183,0.255663430420712,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4959349593495934,0.8544303797468354,0.39805825242718446,-100.0,-100.0,-100.0,1.1285714285714286,0.5543071161048689,0.22653721682847897
DeAndre' Bembry,TOR,26,77,210,51,972,16.0,9.0,84.0,99.0,1.0,0.8,-100.0,-100.0,-100.0,-100.0,79.0,56.0,14.0,11.0,33.0,41.0,-100.0,-100.0,21.0,21.0,248.0,0.5625,0.13755458515283842,0.06451612903225806,1.1785714285714286,0.6253041362530414,0.3387096774193548,0.8,0.3873239436619718,0.004032258064516129,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7088607594936709,0.09785202863961814,0.3185483870967742,0.7857142857142857,0.24803149606299213,0.056451612903225805,1.2424242424242424,0.41139240506329117,0.13306451612903225,-100.0,-100.0,-100.0,1.0,0.31273408239700373,0.0846774193548387
DeMar DeRozan,SAS,31,78,220,61,2056,185.0,221.0,122.0,144.0,7.5,7.7,-100.0,-100.0,100.0,114.0,152.0,152.0,56.0,61.0,19.0,16.0,64.0,66.0,15.0,16.0,720.5,1.1945945945945946,0.9563318777292577,0.25676613462873005,1.180327868852459,0.6301703163017032,0.1693268563497571,1.0266666666666666,0.8767605633802817,0.010409437890353921,-100.0,-100.0,-100.0,1.14,0.8767123287671232,0.13879250520471895,1.0,0.49403341288782815,0.2109646079111728,1.0892857142857142,0.7834645669291339,0.0777238029146426,0.8421052631578947,0.05063291139240506,0.0263705759888966,1.03125,0.5867346938775511,0.08882720333102012,1.0666666666666667,0.4232209737827715,0.020818875780707843
DeMarcus Cousins,LAC,30,82,270,41,713,-100.0,-100.0,37.0,38.0,-100.0,-100.0,80.0,82.0,69.0,63.0,110.0,105.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,43.0,36.0,339.0,-100.0,-100.0,-100.0,1.027027027027027,0.3102189781021898,0.10914454277286136,-100.0,-100.0,-100.0,1.025,0.3380281690140845,0.2359882005899705,0.9130434782608695,0.410958904109589,0.20353982300884957,0.9545454545454546,0.3818615751789976,0.32448377581120946,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8372093023255814,0.12359550561797752,0.12684365781710916
Dean Wade,CLE,24,81,228,63,1212,-100.0,-100.0,62.0,81.0,-100.0,-100.0,41.0,46.0,-100.0,-100.0,155.0,152.0,10.0,9.0,32.0,39.0,-100.0,-100.0,18.0,21.0,318.0,-100.0,-100.0,-100.0,1.3064516129032258,0.8418491484184915,0.1949685534591195,-100.0,-100.0,-100.0,1.1219512195121952,0.49765258215962443,0.1289308176100629,-100.0,-100.0,-100.0,0.9806451612903225,0.4403341288782816,0.48742138364779874,0.9,0.4094488188976378,0.031446540880503145,1.21875,0.370253164556962,0.10062893081761007,-100.0,-100.0,-100.0,1.1666666666666667,0.6254681647940075,0.05660377358490566
Deandre Ayton,PHX,22,83,250,69,2115,-100.0,-100.0,67.0,90.0,-100.0,-100.0,153.0,212.0,236.0,221.0,29.0,20.0,-100.0,-100.0,186.0,260.0,-100.0,-100.0,131.0,171.0,802.0,-100.0,-100.0,-100.0,1.3432835820895523,0.8734793187347932,0.08354114713216958,-100.0,-100.0,-100.0,1.3856209150326797,0.9248826291079812,0.19077306733167082,0.9364406779661016,0.4657534246575342,0.2942643391521197,0.6896551724137931,0.09069212410501193,0.03615960099750624,-100.0,-100.0,-100.0,1.3978494623655915,0.7373417721518988,0.23192019950124687,-100.0,-100.0,-100.0,1.3053435114503817,0.8202247191011236,0.1633416458852868
Deividas Sirvydis,DET,21,80,190,20,133,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dejounte Murray,SAS,24,76,180,67,2139,90.0,69.0,187.0,208.0,6.7,5.6,-100.0,-100.0,-100.0,-100.0,284.0,269.0,34.0,22.0,24.0,33.0,-100.0,-100.0,26.0,28.0,651.7,0.7666666666666667,0.31004366812227074,0.13810035292312411,1.1122994652406417,0.451338199513382,0.2869418444069357,0.835820895522388,0.4507042253521127,0.010280804050943686,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9471830985915493,0.35799522673031026,0.43578333589074725,0.6470588235294118,0.1377952755905512,0.05217124443762467,1.375,0.6930379746835443,0.03682676077949977,-100.0,-100.0,-100.0,1.0769230769230769,0.44756554307116103,0.03989565751112475
Delon Wright,SAC,29,77,185,63,1748,28.0,15.0,102.0,121.0,8.8,7.4,-100.0,-100.0,-100.0,-100.0,124.0,148.0,41.0,42.0,21.0,32.0,-100.0,-100.0,10.0,10.0,334.8,0.5357142857142857,0.1091703056768559,0.08363201911589008,1.1862745098039216,0.6399026763990268,0.3046594982078853,0.8409090909090908,0.45774647887323944,0.026284348864994027,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1935483870967742,0.8615751789976134,0.37037037037037035,1.024390243902439,0.6496062992125984,0.12246117084826762,1.5238095238095237,0.8971518987341772,0.06272401433691756,-100.0,-100.0,-100.0,1.0,0.31273408239700373,0.02986857825567503
Deni Avdija,WAS,20,81,210,54,1257,-100.0,-100.0,85.0,92.0,0.5,0.4,11.0,14.0,-100.0,-100.0,159.0,132.0,-100.0,-100.0,34.0,44.0,-100.0,-100.0,11.0,12.0,300.5,-100.0,-100.0,-100.0,1.0823529411764705,0.39416058394160586,0.28286189683860236,0.8,0.3873239436619718,0.0016638935108153079,1.2727272727272727,0.812206572769953,0.036605657237936774,-100.0,-100.0,-100.0,0.8301886792452831,0.20047732696897375,0.5291181364392679,-100.0,-100.0,-100.0,1.2941176470588236,0.5189873417721519,0.11314475873544093,-100.0,-100.0,-100.0,1.0909090909090908,0.47191011235955055,0.036605657237936774
Dennis Schroder,LAL,27,75,172,61,1956,95.0,86.0,141.0,122.0,6.9,6.0,-100.0,-100.0,-100.0,-100.0,205.0,214.0,78.0,71.0,21.0,32.0,12.0,12.0,-100.0,-100.0,558.9,0.9052631578947369,0.5982532751091703,0.1699767400250492,0.8652482269503546,0.11435523114355231,0.2522812667740204,0.8695652173913043,0.5246478873239436,0.01234567901234568,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0439024390243903,0.5894988066825776,0.3667919126856325,0.9102564102564102,0.41732283464566927,0.13955984970477725,1.5238095238095237,0.8971518987341772,0.03757380568974772,1.0,0.5408163265306123,0.02147074610842727,-100.0,-100.0,-100.0
Dennis Smith Jr.,DET,23,74,205,23,420,12.0,8.0,25.0,19.0,3.7,3.3,-100.0,-100.0,-100.0,-100.0,29.0,26.0,11.0,4.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,80.7,0.6666666666666666,0.24017467248908297,0.14869888475836432,0.76,0.05596107055961071,0.3097893432465923,0.8918918918918918,0.5704225352112676,0.04584882280049566,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.896551724137931,0.2720763723150358,0.3593556381660471,0.36363636363636365,0.015748031496062992,0.1363073110285006,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Denzel Valentine,CHI,27,76,220,62,1036,16.0,4.0,67.0,62.0,1.6,1.4,11.0,16.0,-100.0,-100.0,164.0,158.0,55.0,44.0,-100.0,-100.0,22.0,9.0,-100.0,-100.0,336.6,0.25,0.021834061135371178,0.047534165181224004,0.9253731343283582,0.1630170316301703,0.19904931669637552,0.8749999999999999,0.5440140845070423,0.004753416518122401,1.4545454545454546,0.9647887323943662,0.0326797385620915,-100.0,-100.0,-100.0,0.9634146341463414,0.4081145584725537,0.48722519310754603,0.8,0.2736220472440945,0.16339869281045752,-100.0,-100.0,-100.0,0.4090909090909091,0.025510204081632654,0.065359477124183,-100.0,-100.0,-100.0
Derrick Favors,UTA,29,81,265,68,1039,-100.0,-100.0,14.0,24.0,-100.0,-100.0,97.0,120.0,-100.0,-100.0,10.0,2.0,-100.0,-100.0,98.0,128.0,-100.0,-100.0,69.0,80.0,288.0,-100.0,-100.0,-100.0,1.7142857142857142,0.9975669099756691,0.04861111111111111,-100.0,-100.0,-100.0,1.2371134020618557,0.755868544600939,0.3368055555555556,-100.0,-100.0,-100.0,0.2,0.0059665871121718375,0.034722222222222224,-100.0,-100.0,-100.0,1.3061224489795917,0.5411392405063291,0.3402777777777778,-100.0,-100.0,-100.0,1.1594202898550725,0.6104868913857678,0.23958333333333334
Derrick Jones Jr.,POR,24,77,210,58,1318,-100.0,-100.0,62.0,76.0,-100.0,-100.0,16.0,24.0,-100.0,-100.0,134.0,130.0,-100.0,-100.0,79.0,97.0,-100.0,-100.0,45.0,50.0,336.0,-100.0,-100.0,-100.0,1.2258064516129032,0.7347931873479319,0.18452380952380953,-100.0,-100.0,-100.0,1.5,0.9859154929577465,0.047619047619047616,-100.0,-100.0,-100.0,0.9701492537313433,0.42720763723150357,0.39880952380952384,-100.0,-100.0,-100.0,1.2278481012658229,0.3860759493670886,0.23511904761904762,-100.0,-100.0,-100.0,1.1111111111111112,0.5131086142322098,0.13392857142857142
Derrick Rose,NYK,32,74,200,50,1279,54.0,57.0,95.0,97.0,15.3,14.2,-100.0,-100.0,-100.0,-100.0,127.0,146.0,35.0,29.0,16.0,14.0,-100.0,-100.0,-100.0,-100.0,342.3,1.0555555555555556,0.8165938864628821,0.15775635407537247,1.0210526315789474,0.29927007299270075,0.27753432661408123,0.9281045751633986,0.6302816901408451,0.04469763365468887,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1496062992125984,0.7971360381861575,0.3710195734735612,0.8285714285714286,0.2992125984251969,0.10224948875255624,0.875,0.056962025316455694,0.04674262342973999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Derrick White,SAS,26,76,190,36,1064,11.0,12.0,78.0,88.0,4.7,3.5,-100.0,-100.0,-100.0,-100.0,182.0,201.0,35.0,41.0,12.0,16.0,36.0,44.0,-100.0,-100.0,358.7,1.0909090909090908,0.888646288209607,0.03066629495400056,1.1282051282051282,0.49878345498783455,0.21745190967382214,0.7446808510638298,0.2676056338028169,0.013102871480345694,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1043956043956045,0.7183770883054893,0.5073877892389184,1.1714285714285715,0.8661417322834646,0.09757457485363814,1.3333333333333333,0.5886075949367089,0.033454139949818794,1.2222222222222223,0.8367346938775511,0.10036241984945637,-100.0,-100.0,-100.0
Desmond Bane,MEM,23,77,215,68,1519,-100.0,-100.0,128.0,150.0,0.8,0.5,-100.0,-100.0,-100.0,-100.0,238.0,286.0,51.0,54.0,29.0,32.0,35.0,24.0,-100.0,-100.0,481.8,-100.0,-100.0,-100.0,1.171875,0.6009732360097324,0.265670402656704,0.625,0.08098591549295775,0.0016604400166044002,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2016806722689075,0.8735083532219571,0.49398090493980906,1.0588235294117647,0.7165354330708661,0.1058530510585305,1.103448275862069,0.21360759493670886,0.0601909506019095,0.6857142857142857,0.10714285714285714,0.07264425072644251,-100.0,-100.0,-100.0
