Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,off-screen_poss,off-screen_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,off-screen_ppp,off-screen_percentile,off-screen_freq
Aaron Gordon,ORL,23,81,220,78,2633,59.0,39.0,3.7,2.4,52.0,45.0,66.0,58.0,231.0,246.0,73.0,61.0,79.0,62.0,563.7,0.6610169491525424,0.899736147757256,0.10466560227071137,0.6486486486486486,0.9142857142857143,0.006563775057654781,0.8653846153846154,0.7170542635658915,0.09224764945893205,0.8787878787878788,0.6350974930362117,0.11708355508249067,1.0649350649350648,0.36018957345971564,0.40979244278871735,0.8356164383561644,0.6591639871382636,0.12950150789426998,0.7848101265822784,0.7987616099071208,0.1401454674472237
Aaron Holiday,IND,22,73,185,50,646,18.0,14.0,1.5,1.1,-100.0,-100.0,-100.0,-100.0,67.0,58.0,16.0,17.0,11.0,10.0,113.5,0.7777777777777778,0.7559366754617414,0.15859030837004406,0.7333333333333334,0.7666666666666667,0.013215859030837005,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8656716417910447,0.8601895734597157,0.5903083700440529,1.0625,0.24437299035369775,0.14096916299559473,0.9090909090909091,0.5510835913312694,0.09691629955947137
Abdel Nader,OKC,25,78,225,61,694,26.0,30.0,0.5,0.3,-100.0,-100.0,11.0,8.0,84.0,65.0,19.0,12.0,32.0,28.0,172.5,1.1538461538461537,0.09762532981530343,0.15072463768115943,0.6,0.95,0.002898550724637681,-100.0,-100.0,-100.0,0.7272727272727273,0.8690807799442897,0.06376811594202898,0.7738095238095238,0.9549763033175356,0.48695652173913045,0.631578947368421,0.909967845659164,0.11014492753623188,0.875,0.628482972136223,0.1855072463768116
Al Horford,BOS,33,82,245,68,1973,98.0,75.0,-100.0,-100.0,65.0,69.0,108.0,106.0,133.0,132.0,10.0,5.0,11.0,10.0,425.0,0.7653061224489796,0.7783641160949868,0.23058823529411765,-100.0,-100.0,-100.0,1.0615384615384615,0.39147286821705424,0.15294117647058825,0.9814814814814815,0.40947075208913647,0.2541176470588235,0.9924812030075187,0.580568720379147,0.3129411764705882,0.5,0.9742765273311897,0.023529411764705882,0.9090909090909091,0.5510835913312694,0.02588235294117647
Al-Farouq Aminu,POR,28,81,220,81,2292,78.0,80.0,-100.0,-100.0,25.0,27.0,92.0,74.0,202.0,210.0,40.0,46.0,63.0,63.0,500.0,1.0256410256410255,0.21635883905013192,0.156,-100.0,-100.0,-100.0,1.08,0.3682170542635659,0.05,0.8043478260869565,0.7715877437325905,0.184,1.0396039603960396,0.42890995260663506,0.404,1.15,0.15916398713826366,0.08,1.0,0.37770897832817335,0.126
Alan Williams,BKN,26,80,265,5,26,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alec Burks,SAC,27,78,214,64,1375,19.0,14.0,4.3,4.1,-100.0,-100.0,16.0,20.0,105.0,116.0,56.0,55.0,31.0,26.0,231.3,0.7368421052631579,0.8311345646437994,0.08214440121054907,0.9534883720930232,0.3476190476190476,0.018590575010808474,-100.0,-100.0,-100.0,1.25,0.06824512534818941,0.0691742325983571,1.1047619047619048,0.26066350710900477,0.45395590142671854,0.9821428571428571,0.3890675241157556,0.2421098140942499,0.8387096774193549,0.6996904024767802,0.1340250756593169
Alex Abrines,OKC,25,78,200,31,588,21.0,20.0,-100.0,-100.0,-100.0,-100.0,11.0,13.0,61.0,75.0,22.0,19.0,19.0,17.0,134.0,0.9523809523809523,0.34432717678100266,0.15671641791044777,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1818181818181819,0.10863509749303621,0.08208955223880597,1.2295081967213115,0.06635071090047394,0.4552238805970149,0.8636363636363636,0.5916398713826366,0.16417910447761194,0.8947368421052632,0.5913312693498453,0.1417910447761194
Alex Caruso,LAL,25,77,186,25,531,29.0,23.0,1.6,1.1,-100.0,-100.0,18.0,19.0,66.0,45.0,12.0,2.0,19.0,19.0,145.6,0.7931034482758621,0.7203166226912929,0.1991758241758242,0.6875,0.8380952380952381,0.01098901098901099,-100.0,-100.0,-100.0,1.0555555555555556,0.2590529247910863,0.12362637362637363,0.6818181818181818,0.981042654028436,0.4532967032967033,0.16666666666666666,1.0,0.08241758241758242,1.0,0.37770897832817335,0.1304945054945055
Alex Len,ATL,26,85,250,77,1544,43.0,30.0,-100.0,-100.0,43.0,48.0,64.0,70.0,120.0,111.0,-100.0,-100.0,-100.0,-100.0,270.0,0.6976744186046512,0.8522427440633246,0.15925925925925927,-100.0,-100.0,-100.0,1.1162790697674418,0.3023255813953488,0.15925925925925927,1.09375,0.1894150417827298,0.23703703703703705,0.925,0.759478672985782,0.4444444444444444,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alex Poythress,ATL,25,81,235,21,305,14.0,6.0,-100.0,-100.0,-100.0,-100.0,11.0,6.0,34.0,42.0,-100.0,-100.0,-100.0,-100.0,59.0,0.42857142857142855,0.9920844327176781,0.23728813559322035,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.5454545454545454,0.9665738161559888,0.1864406779661017,1.2352941176470589,0.061611374407582936,0.576271186440678,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alfonzo McKinnie,GSW,26,80,215,72,1003,45.0,41.0,-100.0,-100.0,-100.0,-100.0,26.0,33.0,93.0,80.0,37.0,35.0,25.0,21.0,226.0,0.9111111111111111,0.42744063324538256,0.19911504424778761,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2692307692307692,0.06267409470752089,0.11504424778761062,0.8602150537634409,0.8696682464454977,0.41150442477876104,0.9459459459459459,0.44694533762057875,0.16371681415929204,0.84,0.6934984520123839,0.11061946902654868
Alize Johnson,IND,23,81,212,14,64,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Allen Crabbe,BKN,27,78,212,43,1133,14.0,12.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,62.0,50.0,36.0,36.0,39.0,48.0,151.0,0.8571428571428571,0.5514511873350924,0.09271523178807947,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8064516129032258,0.9170616113744076,0.4105960264900662,1.0,0.35691318327974275,0.23841059602649006,1.2307692307692308,0.09907120743034056,0.2582781456953642
Allonzo Trier,NYK,23,77,200,64,1459,33.0,26.0,-100.0,-100.0,13.0,15.0,34.0,34.0,127.0,136.0,53.0,42.0,50.0,42.0,310.0,0.7878787878787878,0.7348284960422163,0.1064516129032258,-100.0,-100.0,-100.0,1.1538461538461537,0.2596899224806202,0.041935483870967745,1.0,0.3607242339832869,0.10967741935483871,1.0708661417322836,0.33886255924170616,0.4096774193548387,0.7924528301886793,0.7363344051446945,0.17096774193548386,0.84,0.6934984520123839,0.16129032258064516
Amile Jefferson,ORL,26,81,222,12,68,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Amir Johnson,PHI,32,81,240,51,529,20.0,28.0,-100.0,-100.0,20.0,22.0,39.0,40.0,41.0,54.0,-100.0,-100.0,-100.0,-100.0,120.0,1.4,0.011873350923482849,0.16666666666666666,-100.0,-100.0,-100.0,1.1,0.32945736434108525,0.16666666666666666,1.0256410256410255,0.3064066852367688,0.325,1.3170731707317074,0.03317535545023697,0.3416666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Drummond,DET,25,83,279,79,2647,75.0,85.0,-100.0,-100.0,111.0,104.0,86.0,96.0,198.0,181.0,16.0,14.0,13.0,17.0,499.0,1.1333333333333333,0.10949868073878628,0.15030060120240482,-100.0,-100.0,-100.0,0.9369369369369369,0.6007751937984496,0.22244488977955912,1.1162790697674418,0.16573816155988857,0.17234468937875752,0.9141414141414141,0.7748815165876777,0.3967935871743487,0.875,0.5691318327974276,0.03206412825651302,1.3076923076923077,0.06346749226006192,0.026052104208416832
Andre Iguodala,GSW,35,78,215,68,1578,56.0,55.0,0.3,0.2,14.0,15.0,50.0,39.0,149.0,138.0,45.0,58.0,32.0,30.0,346.3,0.9821428571428571,0.2849604221635884,0.16170950043315044,0.6666666666666667,0.8714285714285714,0.0008663008951775916,1.0714285714285714,0.3856589147286822,0.04042737510828761,0.78,0.8050139275766016,0.14438348252959862,0.9261744966442953,0.7535545023696683,0.43026277793820383,1.288888888888889,0.05466237942122187,0.12994513427663876,0.9375,0.5,0.0924054288189431
Andre Ingram,LAL,33,75,190,4,15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Bogut,GSW,34,84,260,11,134,10.0,9.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13.0,9.0,-100.0,-100.0,-100.0,-100.0,23.0,0.9,0.4630606860158311,0.43478260869565216,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6923076923076923,0.9786729857819905,0.5652173913043478,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Harrison,NOP,24,78,213,17,186,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.0,21.0,-100.0,-100.0,-100.0,-100.0,19.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.105263157894737,0.25829383886255924,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Wiggins,MIN,24,80,194,73,2543,59.0,44.0,4.0,3.8,16.0,25.0,47.0,45.0,287.0,291.0,71.0,51.0,97.0,88.0,581.0,0.7457627118644068,0.8126649076517151,0.10154905335628227,0.95,0.3523809523809524,0.0068846815834767644,1.5625,0.023255813953488372,0.027538726333907058,0.9574468085106383,0.4623955431754875,0.08089500860585198,1.0139372822299653,0.5213270142180095,0.4939759036144578,0.7183098591549296,0.8327974276527331,0.12220309810671257,0.9072164948453608,0.5603715170278638,0.16695352839931152
Anfernee Simons,POR,20,76,185,20,141,-100.0,-100.0,2.6,2.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.6,-100.0,-100.0,-100.0,0.9615384615384615,0.3142857142857143,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Angel Delgado,LAC,24,82,245,2,15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Ante Zizic,CLE,22,83,254,59,1082,30.0,29.0,-100.0,-100.0,32.0,27.0,54.0,41.0,74.0,83.0,-100.0,-100.0,-100.0,-100.0,190.0,0.9666666666666667,0.3153034300791557,0.15789473684210525,-100.0,-100.0,-100.0,0.84375,0.7403100775193798,0.16842105263157894,0.7592592592592593,0.8272980501392758,0.28421052631578947,1.1216216216216217,0.22274881516587677,0.3894736842105263,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anthony Davis,NOP,26,82,253,56,1850,57.0,33.0,1.1,0.7,60.0,50.0,82.0,77.0,181.0,183.0,-100.0,-100.0,17.0,22.0,398.1,0.5789473684210527,0.9498680738786279,0.14318010550113036,0.6363636363636362,0.9285714285714286,0.00276312484300427,0.8333333333333334,0.7461240310077519,0.15071590052750564,0.9390243902439024,0.5013927576601671,0.20597839738759105,1.011049723756906,0.5284360189573459,0.45465963325797537,-100.0,-100.0,-100.0,1.2941176470588236,0.07120743034055728,0.042702838482793264
Anthony Tolliver,MIN,34,80,250,65,1079,47.0,36.0,-100.0,-100.0,12.0,9.0,14.0,14.0,119.0,130.0,18.0,19.0,19.0,18.0,229.0,0.7659574468085106,0.7730870712401056,0.2052401746724891,-100.0,-100.0,-100.0,0.75,0.8333333333333334,0.05240174672489083,1.0,0.3607242339832869,0.0611353711790393,1.0924369747899159,0.3033175355450237,0.519650655021834,1.0555555555555556,0.25884244372990356,0.07860262008733625,0.9473684210526315,0.47678018575851394,0.08296943231441048
Antonio Blakeney,CHI,22,76,192,57,829,12.0,13.0,-100.0,-100.0,-100.0,-100.0,19.0,21.0,70.0,101.0,27.0,27.0,23.0,21.0,151.0,1.0833333333333333,0.16094986807387862,0.07947019867549669,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.105263157894737,0.16991643454038996,0.12582781456953643,1.4428571428571428,0.011848341232227487,0.46357615894039733,1.0,0.35691318327974275,0.17880794701986755,0.9130434782608695,0.5386996904024768,0.152317880794702
Aron Baynes,BOS,32,82,260,51,821,38.0,32.0,-100.0,-100.0,42.0,40.0,52.0,39.0,73.0,75.0,-100.0,-100.0,-100.0,-100.0,205.0,0.8421052631578947,0.5897097625329816,0.18536585365853658,-100.0,-100.0,-100.0,0.9523809523809523,0.5736434108527132,0.2048780487804878,0.75,0.8384401114206128,0.25365853658536586,1.0273972602739727,0.466824644549763,0.35609756097560974,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Austin Rivers,HOU,26,76,200,76,2028,73.0,65.0,3.2,2.1,10.0,4.0,61.0,54.0,155.0,141.0,62.0,57.0,60.0,72.0,424.2,0.8904109589041096,0.48812664907651715,0.17208863743517208,0.65625,0.8952380952380953,0.0075436115040075444,0.4,0.9806201550387597,0.023573785950023574,0.8852459016393442,0.6295264623955432,0.14380009429514382,0.9096774193548387,0.7819905213270142,0.3653936822253654,0.9193548387096774,0.5016077170418006,0.14615747289014616,1.2,0.12538699690402477,0.14144271570014144
Avery Bradley,MEM,28,74,180,63,1905,31.0,27.0,1.9,0.6,-100.0,-100.0,67.0,60.0,100.0,109.0,88.0,89.0,74.0,62.0,361.9,0.8709677419354839,0.5237467018469657,0.0856590218292346,0.3157894736842105,1.0,0.005250069079856314,-100.0,-100.0,-100.0,0.8955223880597015,0.6155988857938719,0.18513401492124898,1.09,0.3056872037914692,0.2763194252555955,1.0113636363636365,0.3247588424437299,0.24316109422492402,0.8378378378378378,0.7043343653250774,0.20447637468914065
B.J. Johnson,SAC,23,79,200,7,49,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bam Adebayo,MIA,21,82,255,82,1913,75.0,75.0,0.8,0.7,57.0,43.0,56.0,56.0,132.0,136.0,10.0,11.0,-100.0,-100.0,330.8,1.0,0.2519788918205805,0.22672309552599756,0.8749999999999999,0.49047619047619045,0.0024183796856106408,0.7543859649122807,0.8255813953488372,0.17230955259975816,1.0,0.3607242339832869,0.16928657799274485,1.0303030303030303,0.4609004739336493,0.39903264812575573,1.1,0.20096463022508038,0.03022974607013301,-100.0,-100.0,-100.0
Ben McLemore,SAC,26,77,201,19,158,-100.0,-100.0,0.4,0.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.4,-100.0,-100.0,-100.0,1.0,0.20476190476190476,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Ben Simmons,PHI,22,82,230,79,2700,83.0,81.0,2.6,1.9,19.0,23.0,70.0,82.0,232.0,216.0,75.0,56.0,67.0,65.0,548.6,0.9759036144578314,0.29815303430079154,0.15129420342690483,0.7307692307692307,0.7714285714285715,0.004739336492890996,1.2105263157894737,0.18992248062015504,0.034633612832664966,1.1714285714285715,0.11142061281337047,0.12759752096244986,0.9310344827586207,0.7417061611374408,0.42289464090411955,0.7466666666666667,0.8006430868167203,0.13671162960262487,0.9701492537313433,0.4241486068111455,0.12212905577834487
Billy Garrett,NYK,24,78,215,4,63,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bismack Biyombo,CHA,26,81,255,54,782,49.0,46.0,-100.0,-100.0,26.0,27.0,49.0,46.0,49.0,63.0,-100.0,-100.0,-100.0,-100.0,173.0,0.9387755102040817,0.36675461741424803,0.2832369942196532,-100.0,-100.0,-100.0,1.0384615384615385,0.42248062015503873,0.15028901734104047,0.9387755102040817,0.5055710306406686,0.2832369942196532,1.2857142857142858,0.0462085308056872,0.2832369942196532,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Blake Griffin,DET,30,82,250,75,2622,68.0,57.0,1.9,2.1,50.0,44.0,56.0,41.0,296.0,302.0,26.0,16.0,45.0,32.0,542.9,0.8382352941176471,0.6015831134564644,0.12525326947872537,1.105263157894737,0.05238095238095238,0.003499723706023209,0.88,0.686046511627907,0.09209799226376865,0.7321428571428571,0.8607242339832869,0.1031497513354209,1.0202702702702702,0.49881516587677727,0.5452201142015104,0.6153846153846154,0.9292604501607717,0.0478909559771597,0.7111111111111111,0.8668730650154799,0.08288819303739178
Boban Marjanovic,PHI,30,87,290,58,681,31.0,19.0,-100.0,-100.0,44.0,43.0,25.0,21.0,85.0,84.0,-100.0,-100.0,-100.0,-100.0,185.0,0.6129032258064516,0.9340369393139841,0.16756756756756758,-100.0,-100.0,-100.0,0.9772727272727273,0.5310077519379846,0.23783783783783785,0.84,0.7158774373259053,0.13513513513513514,0.9882352941176471,0.5971563981042654,0.4594594594594595,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bobby Portis,WAS,24,83,250,50,1298,71.0,66.0,-100.0,-100.0,28.0,27.0,65.0,63.0,77.0,70.0,-100.0,-100.0,-100.0,-100.0,241.0,0.9295774647887324,0.38522427440633245,0.2946058091286307,-100.0,-100.0,-100.0,0.9642857142857143,0.5562015503875969,0.11618257261410789,0.9692307692307692,0.43454038997214484,0.2697095435684647,0.9090909090909091,0.7843601895734598,0.31950207468879666,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bogdan Bogdanovic,SAC,26,78,205,70,1947,48.0,59.0,3.5,3.5,-100.0,-100.0,47.0,39.0,228.0,225.0,43.0,30.0,58.0,55.0,427.5,1.2291666666666667,0.05013192612137203,0.11228070175438597,1.0,0.20476190476190476,0.008187134502923977,-100.0,-100.0,-100.0,0.8297872340425532,0.7298050139275766,0.10994152046783626,0.9868421052631579,0.5995260663507109,0.5333333333333333,0.6976744186046512,0.8520900321543409,0.10058479532163743,0.9482758620689655,0.47368421052631576,0.13567251461988303
Bojan Bogdanovic,IND,30,80,216,81,2573,86.0,85.0,1.3,1.4,22.0,25.0,33.0,36.0,258.0,261.0,68.0,52.0,74.0,60.0,542.3,0.9883720930232558,0.2717678100263852,0.15858380969942837,1.0769230769230769,0.08095238095238096,0.002397197123363452,1.1363636363636365,0.2868217054263566,0.040567951318458424,1.0909090909090908,0.1977715877437326,0.06085192697768763,1.0116279069767442,0.5260663507109005,0.4757514290982851,0.7647058823529411,0.7813504823151125,0.12539184952978058,0.8108108108108109,0.7476780185758514,0.1364558362529965
Bonzie Colson,MIL,23,78,225,8,98,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0,23.0,-100.0,-100.0,-100.0,-100.0,20.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.15,0.15165876777251186,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brad Wanamaker,BOS,29,76,210,36,343,-100.0,-100.0,3.6,2.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.6,-100.0,-100.0,-100.0,0.7222222222222222,0.7904761904761904,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bradley Beal,WAS,26,77,207,82,3028,69.0,51.0,9.1,8.8,30.0,39.0,53.0,45.0,341.0,362.0,93.0,91.0,81.0,79.0,676.1,0.7391304347826086,0.8218997361477572,0.10205590888921756,0.9670329670329672,0.3047619047619048,0.013459547404230143,1.3,0.12790697674418605,0.04437213429965981,0.8490566037735849,0.6880222841225627,0.07839077059606567,1.06158357771261,0.3696682464454976,0.5043632598727998,0.978494623655914,0.40192926045016075,0.13755361632894542,0.9753086419753086,0.4148606811145511,0.11980476260908149
Brandon Goodwin,DEN,23,74,180,16,57,-100.0,-100.0,1.9,1.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.9,-100.0,-100.0,-100.0,0.7368421052631579,0.7547619047619047,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brandon Ingram,LAL,21,81,190,52,1760,46.0,40.0,6.9,6.7,16.0,16.0,21.0,26.0,188.0,148.0,57.0,44.0,49.0,44.0,383.9,0.8695652173913043,0.5290237467018469,0.11982287053920293,0.9710144927536232,0.29523809523809524,0.01797343058088044,1.0,0.47674418604651164,0.04167752018754884,1.2380952380952381,0.07242339832869081,0.054701745246157854,0.7872340425531915,0.943127962085308,0.4897108622036989,0.7719298245614035,0.7684887459807074,0.14847616566814276,0.8979591836734694,0.5851393188854489,0.12763740557436834
Brandon Knight,CLE,27,75,195,39,737,10.0,6.0,-100.0,-100.0,-100.0,-100.0,20.0,23.0,38.0,43.0,32.0,26.0,25.0,20.0,125.0,0.6,0.9393139841688655,0.08,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.15,0.13509749303621169,0.16,1.131578947368421,0.19194312796208532,0.304,0.8125,0.7106109324758842,0.256,0.8,0.7708978328173375,0.2
Brandon Sampson,CHI,22,77,184,14,214,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,17.0,18.0,19.0,24.0,-100.0,-100.0,36.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0588235294117647,0.3755924170616114,0.4722222222222222,1.263157894736842,0.07717041800643087,0.5277777777777778,-100.0,-100.0,-100.0
Brook Lopez,MIL,31,84,270,81,2322,78.0,54.0,-100.0,-100.0,163.0,178.0,86.0,68.0,251.0,253.0,11.0,8.0,12.0,8.0,601.0,0.6923076923076923,0.8654353562005277,0.129783693843594,-100.0,-100.0,-100.0,1.0920245398773005,0.3372093023255814,0.27121464226289516,0.7906976744186046,0.7938718662952646,0.14309484193011648,1.0079681274900398,0.5402843601895735,0.4176372712146423,0.7272727272727273,0.8231511254019293,0.018302828618968387,0.6666666666666666,0.9102167182662538,0.019966722129783693
Bruce Brown,DET,22,77,202,74,1449,31.0,33.0,0.3,0.1,19.0,15.0,20.0,18.0,131.0,123.0,51.0,53.0,60.0,57.0,312.3,1.064516129032258,0.17678100263852242,0.09926352865834133,0.33333333333333337,0.9952380952380953,0.0009606147934678194,0.7894736842105263,0.7965116279069767,0.06083893691962856,0.9,0.6072423398328691,0.06404098623118795,0.9389312977099237,0.7274881516587678,0.4194684598142811,1.0392156862745099,0.29260450160771706,0.1633045148895293,0.95,0.46904024767801855,0.19212295869356388
Bruno Caboclo,MEM,23,81,218,34,800,27.0,32.0,-100.0,-100.0,13.0,14.0,20.0,20.0,93.0,87.0,13.0,6.0,21.0,27.0,187.0,1.1851851851851851,0.07651715039577836,0.1443850267379679,-100.0,-100.0,-100.0,1.0769230769230769,0.375968992248062,0.06951871657754011,1.0,0.3607242339832869,0.10695187165775401,0.9354838709677419,0.7322274881516587,0.49732620320855614,0.46153846153846156,0.9790996784565916,0.06951871657754011,1.2857142857142858,0.07430340557275542,0.11229946524064172
Bryn Forbes,SAS,25,75,190,82,2293,36.0,35.0,0.6,0.7,15.0,15.0,40.0,32.0,194.0,188.0,83.0,87.0,56.0,59.0,424.6,0.9722222222222222,0.30606860158311344,0.08478568064060292,1.1666666666666667,0.03571428571428571,0.0014130946773433818,1.0,0.47674418604651164,0.03532736693358455,0.8,0.7785515320334262,0.09420631182289213,0.9690721649484536,0.6421800947867299,0.4569006123410268,1.0481927710843373,0.2765273311897106,0.19547809703250116,1.0535714285714286,0.2755417956656347,0.13188883655204897
Buddy Hield,SAC,26,76,214,82,2615,78.0,70.0,3.3,2.6,-100.0,-100.0,42.0,48.0,294.0,288.0,55.0,45.0,111.0,112.0,583.3,0.8974358974358975,0.47229551451187335,0.1337219269672553,0.787878787878788,0.680952380952381,0.005657466140922339,-100.0,-100.0,-100.0,1.1428571428571428,0.14066852367688024,0.07200411452082976,0.9795918367346939,0.6184834123222749,0.5040288016458083,0.8181818181818182,0.7009646302250804,0.09429110234870565,1.009009009009009,0.3560371517027864,0.19029658837647867
C.J. Williams,MIN,29,77,226,15,128,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
CJ McCollum,POR,27,75,190,70,2375,45.0,32.0,7.1,7.2,15.0,27.0,69.0,65.0,155.0,140.0,118.0,104.0,114.0,111.0,523.1,0.7111111111111111,0.841688654353562,0.08602561651691837,1.0140845070422535,0.14285714285714285,0.013572930606002676,1.8,0.007751937984496124,0.028675205505639456,0.9420289855072463,0.4860724233983287,0.1319059453259415,0.9032258064516129,0.7962085308056872,0.29631045689160773,0.8813559322033898,0.5594855305466238,0.2255782833110304,0.9736842105263158,0.4195046439628483,0.21793156184285986
