Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,off-screen_poss,off-screen_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,off-screen_ppp,off-screen_percentile,off-screen_freq
Alex Len,SAC,27,84,250,55,971,27.0,35.0,-100.0,-100.0,32.0,26.0,32.0,37.0,91.0,92.0,-100.0,-100.0,-100.0,-100.0,182.0,1.2962962962962963,0.0667574931880109,0.14835164835164835,-100.0,-100.0,-100.0,0.8125,0.7607142857142857,0.17582417582417584,1.15625,0.1676829268292683,0.17582417582417584,1.010989010989011,0.4953051643192488,0.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alfonzo McKinnie,CLE,27,79,215,40,593,11.0,12.0,-100.0,-100.0,12.0,12.0,12.0,9.0,55.0,59.0,22.0,10.0,22.0,29.0,134.0,1.0909090909090908,0.23160762942779292,0.08208955223880597,-100.0,-100.0,-100.0,1.0,0.5160714285714286,0.08955223880597014,0.75,0.8003048780487805,0.08955223880597014,1.0727272727272728,0.3192488262910798,0.41044776119402987,0.45454545454545453,0.9744027303754266,0.16417910447761194,1.3181818181818181,0.06557377049180328,0.16417910447761194
Alize Johnson,IND,24,79,212,17,118,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Allen Crabbe,MIN,28,77,212,37,653,11.0,8.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,34.0,37.0,-100.0,-100.0,-100.0,-100.0,45.0,0.7272727272727273,0.8119891008174387,0.24444444444444444,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.088235294117647,0.2887323943661972,0.7555555555555555,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Allonzo Trier,NYK,24,76,200,24,291,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0,20.0,-100.0,-100.0,10.0,15.0,30.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.5481220657276995,0.6666666666666666,-100.0,-100.0,-100.0,1.5,0.027868852459016394,0.3333333333333333
Amile Jefferson,ORL,27,81,222,18,74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Amir Coffey,LAC,23,79,210,18,159,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Drummond,CLE,26,82,279,57,1878,52.0,48.0,-100.0,-100.0,50.0,64.0,34.0,34.0,140.0,179.0,-100.0,-100.0,-100.0,-100.0,276.0,0.9230769230769231,0.4673024523160763,0.18840579710144928,-100.0,-100.0,-100.0,1.28,0.15714285714285714,0.18115942028985507,1.0,0.375,0.12318840579710146,1.2785714285714285,0.06572769953051644,0.5072463768115942,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Iguodala,MIA,36,78,215,21,418,-100.0,-100.0,0.3,0.2,-100.0,-100.0,-100.0,-100.0,60.0,54.0,12.0,8.0,12.0,10.0,84.3,-100.0,-100.0,-100.0,0.6666666666666667,0.8770491803278688,0.0035587188612099642,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9,0.8028169014084507,0.7117437722419929,0.6666666666666666,0.8976109215017065,0.1423487544483986,0.8333333333333334,0.7081967213114754,0.1423487544483986
Andre Roberson,OKC,28,79,210,7,87,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Wiggins,GSW,25,79,197,54,1859,35.0,36.0,4.0,3.8,15.0,10.0,50.0,46.0,179.0,217.0,55.0,43.0,59.0,69.0,397.0,1.0285714285714285,0.31607629427792916,0.08816120906801007,0.95,0.3360655737704918,0.010075566750629723,0.6666666666666666,0.8964285714285715,0.037783375314861464,0.92,0.5259146341463414,0.12594458438287154,1.2122905027932962,0.107981220657277,0.4508816120906801,0.7818181818181819,0.7406143344709898,0.1385390428211587,1.1694915254237288,0.18688524590163935,0.1486146095717884
Anfernee Simons,POR,21,75,181,70,1449,37.0,30.0,2.6,2.5,15.0,13.0,26.0,20.0,128.0,129.0,51.0,55.0,60.0,57.0,319.6,0.8108108108108109,0.662125340599455,0.11576971214017522,0.9615384615384615,0.30327868852459017,0.008135168961201502,0.8666666666666667,0.7178571428571429,0.04693366708385482,0.7692307692307693,0.7682926829268293,0.08135168961201501,1.0078125,0.5105633802816901,0.4005006257822278,1.0784313725490196,0.22525597269624573,0.15957446808510636,0.95,0.5245901639344263,0.18773466833541927
Ante Zizic,CLE,23,82,266,22,221,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.0,10.0,-100.0,-100.0,-100.0,-100.0,10.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.5481220657276995,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anthony Davis,LAL,27,82,253,62,2131,90.0,64.0,1.1,0.7,31.0,33.0,30.0,20.0,260.0,247.0,38.0,32.0,41.0,27.0,491.1,0.7111111111111111,0.8419618528610354,0.1832620647525962,0.6363636363636362,0.9262295081967213,0.0022398696803095095,1.064516129032258,0.4357142857142857,0.06312360008144981,0.6666666666666666,0.9054878048780488,0.06108735491753207,0.95,0.6901408450704225,0.5294237426186112,0.8421052631578947,0.6535836177474402,0.07737731622887395,0.6585365853658537,0.8918032786885246,0.08348605172062716
Anthony Tolliver,MEM,35,80,240,55,872,21.0,20.0,-100.0,-100.0,12.0,7.0,29.0,20.0,60.0,42.0,-100.0,-100.0,-100.0,-100.0,122.0,0.9523809523809523,0.42370572207084467,0.1721311475409836,-100.0,-100.0,-100.0,0.5833333333333334,0.9589285714285715,0.09836065573770492,0.6896551724137931,0.8734756097560976,0.23770491803278687,0.7,0.9683098591549296,0.4918032786885246,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Antonius Cleveland,DAL,26,77,195,11,46,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anzejs Pasecniks,WAS,24,86,229,27,437,18.0,25.0,-100.0,-100.0,18.0,15.0,23.0,21.0,36.0,27.0,-100.0,-100.0,-100.0,-100.0,95.0,1.3888888888888888,0.025885558583106268,0.18947368421052632,-100.0,-100.0,-100.0,0.8333333333333334,0.7392857142857143,0.18947368421052632,0.9130434782608695,0.5335365853658537,0.24210526315789474,0.75,0.9436619718309859,0.37894736842105264,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Aron Baynes,PHX,33,82,260,42,934,47.0,58.0,-100.0,-100.0,30.0,38.0,26.0,19.0,61.0,64.0,-100.0,-100.0,-100.0,-100.0,164.0,1.2340425531914894,0.08719346049046321,0.2865853658536585,-100.0,-100.0,-100.0,1.2666666666666666,0.1732142857142857,0.18292682926829268,0.7307692307692307,0.8201219512195121,0.15853658536585366,1.0491803278688525,0.38028169014084506,0.3719512195121951,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Austin Rivers,HOU,27,75,200,68,1594,56.0,39.0,3.2,2.1,11.0,8.0,49.0,48.0,139.0,147.0,46.0,47.0,23.0,30.0,327.2,0.6964285714285714,0.8692098092643051,0.17114914425427874,0.65625,0.8975409836065574,0.0097799511002445,0.7272727272727273,0.8357142857142857,0.03361858190709047,0.9795918367346939,0.40853658536585363,0.1497555012224939,1.0575539568345325,0.3568075117370892,0.4248166259168704,1.0217391304347827,0.31399317406143346,0.14058679706601468,1.3043478260869565,0.08852459016393442,0.07029339853300734
Avery Bradley,LAL,29,75,180,49,1186,37.0,34.0,1.9,0.6,-100.0,-100.0,30.0,27.0,104.0,79.0,52.0,53.0,25.0,21.0,249.9,0.918918918918919,0.47956403269754766,0.1480592236894758,0.3157894736842105,1.0,0.007603041216486594,-100.0,-100.0,-100.0,0.9,0.5716463414634146,0.12004801920768307,0.7596153846153846,0.9389671361502347,0.41616646658663464,1.0192307692307692,0.3191126279863481,0.20808323329331732,0.84,0.7016393442622951,0.10004001600640255
B.J. Johnson,ORL,24,79,200,10,83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bam Adebayo,MIA,22,81,255,72,2417,108.0,71.0,0.8,0.7,48.0,61.0,57.0,36.0,248.0,260.0,20.0,14.0,35.0,38.0,516.8,0.6574074074074074,0.9128065395095368,0.20897832817337464,0.8749999999999999,0.4774590163934426,0.0015479876160990715,1.2708333333333333,0.16785714285714284,0.09287925696594428,0.631578947368421,0.9359756097560976,0.11029411764705883,1.0483870967741935,0.38497652582159625,0.4798761609907121,0.7,0.8651877133105802,0.03869969040247678,1.0857142857142856,0.3163934426229508,0.06772445820433437
Ben McLemore,HOU,27,75,195,71,1619,52.0,57.0,0.4,0.4,11.0,13.0,31.0,30.0,146.0,141.0,44.0,37.0,34.0,34.0,318.4,1.0961538461538463,0.22888283378746593,0.16331658291457288,1.0,0.20081967213114754,0.0012562814070351761,1.1818181818181819,0.275,0.03454773869346734,0.967741935483871,0.4268292682926829,0.09736180904522614,0.9657534246575342,0.6549295774647887,0.4585427135678392,0.8409090909090909,0.658703071672355,0.13819095477386936,1.0,0.44426229508196724,0.10678391959798995
Ben Simmons,PHI,23,82,240,57,2017,67.0,63.0,2.6,1.9,-100.0,-100.0,31.0,25.0,142.0,155.0,71.0,64.0,56.0,56.0,369.6,0.9402985074626866,0.44959128065395093,0.18127705627705626,0.7307692307692307,0.7786885245901639,0.007034632034632034,-100.0,-100.0,-100.0,0.8064516129032258,0.7164634146341463,0.08387445887445887,1.091549295774648,0.2793427230046948,0.38419913419913415,0.9014084507042254,0.5221843003412969,0.19209956709956708,1.0,0.44426229508196724,0.15151515151515152
Bismack Biyombo,CHA,27,80,255,53,1029,46.0,46.0,-100.0,-100.0,28.0,22.0,32.0,20.0,73.0,64.0,-100.0,-100.0,-100.0,-100.0,179.0,1.0,0.35013623978201636,0.2569832402234637,-100.0,-100.0,-100.0,0.7857142857142857,0.7875,0.1564245810055866,0.625,0.9405487804878049,0.1787709497206704,0.8767123287671232,0.8333333333333334,0.40782122905027934,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Blake Griffin,DET,31,81,250,18,512,19.0,25.0,1.9,2.1,11.0,13.0,-100.0,-100.0,66.0,73.0,-100.0,-100.0,13.0,7.0,110.9,1.3157894736842106,0.05040871934604905,0.17132551848512173,1.105263157894737,0.05737704918032787,0.017132551848512173,1.1818181818181819,0.275,0.09918845807033363,-100.0,-100.0,-100.0,1.106060606060606,0.24882629107981222,0.5951307484220018,-100.0,-100.0,-100.0,0.5384615384615384,0.9508196721311475,0.11722272317403065
Boban Marjanovic,DAL,31,88,290,44,422,-100.0,-100.0,-100.0,-100.0,10.0,13.0,-100.0,-100.0,14.0,11.0,-100.0,-100.0,-100.0,-100.0,24.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.3,0.15,0.4166666666666667,-100.0,-100.0,-100.0,0.7857142857142857,0.9154929577464789,0.5833333333333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bobby Portis,NYK,25,82,250,66,1394,81.0,79.0,-100.0,-100.0,30.0,25.0,39.0,32.0,118.0,136.0,16.0,12.0,16.0,17.0,300.0,0.9753086419753086,0.38419618528610355,0.27,-100.0,-100.0,-100.0,0.8333333333333334,0.7392857142857143,0.1,0.8205128205128205,0.6920731707317073,0.13,1.152542372881356,0.18544600938967137,0.3933333333333333,0.75,0.7901023890784983,0.05333333333333334,1.0625,0.35737704918032787,0.05333333333333334
Bogdan Bogdanovic,SAC,27,78,220,61,1766,28.0,27.0,3.5,3.5,10.0,12.0,23.0,12.0,262.0,269.0,36.0,31.0,38.0,44.0,400.5,0.9642857142857143,0.3923705722070845,0.06991260923845194,1.0,0.20081967213114754,0.008739076154806492,1.2,0.23214285714285715,0.024968789013732832,0.5217391304347826,0.975609756097561,0.05742821473158552,1.0267175572519085,0.4460093896713615,0.6541822721598003,0.8611111111111112,0.6075085324232082,0.0898876404494382,1.1578947368421053,0.2081967213114754,0.09488139825218476
Bojan Bogdanovic,UTA,31,80,226,63,2083,54.0,48.0,1.3,1.4,24.0,31.0,50.0,47.0,153.0,151.0,56.0,58.0,34.0,36.0,372.3,0.8888888888888888,0.5408719346049047,0.145044319097502,1.0769230769230769,0.0860655737704918,0.0034918076819769003,1.2916666666666667,0.15357142857142858,0.064464141821112,0.94,0.48323170731707316,0.13430029546065,0.9869281045751634,0.5821596244131455,0.410958904109589,1.0357142857142858,0.29692832764505117,0.15041633091592801,1.0588235294117647,0.36065573770491804,0.091324200913242
Bol Bol,DEN,20,86,220,7,87,10.0,14.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.0,14.0,-100.0,-100.0,-100.0,-100.0,20.0,1.4,0.020435967302452316,0.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4,0.03286384976525822,0.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brad Wanamaker,BOS,30,75,210,71,1369,35.0,31.0,3.6,2.6,18.0,11.0,20.0,16.0,137.0,141.0,45.0,38.0,45.0,43.0,303.6,0.8857142857142857,0.5463215258855586,0.1152832674571805,0.7222222222222222,0.7950819672131147,0.011857707509881422,0.6111111111111112,0.9339285714285714,0.05928853754940711,0.8,0.7271341463414634,0.06587615283267456,1.0291970802919708,0.43427230046948356,0.4512516469038208,0.8444444444444444,0.6467576791808873,0.14822134387351776,0.9555555555555556,0.5180327868852459,0.14822134387351776
Bradley Beal,WAS,27,75,207,57,2053,26.0,34.0,9.1,8.8,14.0,14.0,28.0,21.0,215.0,209.0,52.0,56.0,58.0,63.0,402.1,1.3076923076923077,0.05449591280653951,0.06466053220591893,0.9670329670329672,0.29508196721311475,0.022631186272071623,1.0,0.5160714285714286,0.03481720964934096,0.75,0.8003048780487805,0.06963441929868192,0.9720930232558139,0.6384976525821596,0.5346928624720219,1.0769230769230769,0.23208191126279865,0.12932106441183785,1.0862068965517242,0.3114754098360656,0.14424272569012683
Brandon Clarke,MEM,23,80,215,58,1300,51.0,39.0,-100.0,-100.0,24.0,18.0,24.0,30.0,133.0,137.0,14.0,13.0,20.0,11.0,266.0,0.7647058823529411,0.7506811989100818,0.19172932330827067,-100.0,-100.0,-100.0,0.75,0.8142857142857143,0.09022556390977443,1.25,0.08841463414634146,0.09022556390977443,1.0300751879699248,0.4307511737089202,0.5,0.9285714285714286,0.45563139931740615,0.05263157894736842,0.55,0.9442622950819672,0.07518796992481203
Brandon Goodwin,ATL,24,72,180,34,430,10.0,12.0,1.9,1.4,-100.0,-100.0,-100.0,-100.0,42.0,46.0,19.0,14.0,11.0,14.0,83.9,1.2,0.10899182561307902,0.11918951132300357,0.7368421052631579,0.7602459016393442,0.022646007151370676,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0952380952380953,0.27230046948356806,0.500595947556615,0.7368421052631579,0.8122866894197952,0.22646007151370678,1.2727272727272727,0.11147540983606558,0.13110846245530391
Brandon Ingram,NOP,22,79,190,62,2103,58.0,53.0,6.9,6.7,23.0,28.0,46.0,48.0,206.0,229.0,56.0,51.0,65.0,45.0,460.9,0.9137931034482759,0.49182561307901906,0.12584074636580603,0.9710144927536232,0.28688524590163933,0.01497070948144934,1.2173913043478262,0.1982142857142857,0.04990236493816446,1.0434782608695652,0.29573170731707316,0.09980472987632892,1.1116504854368932,0.24178403755868544,0.44695161640269043,0.9107142857142857,0.5085324232081911,0.12150141028422652,0.6923076923076923,0.8721311475409836,0.14102842265133436
Brandon Knight,DET,28,74,182,25,462,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,34.0,34.0,-100.0,-100.0,-100.0,-100.0,34.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.5481220657276995,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brian Bowen II,IND,21,78,190,6,31,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brook Lopez,MIL,32,84,282,68,1817,52.0,56.0,-100.0,-100.0,112.0,113.0,43.0,45.0,259.0,249.0,10.0,6.0,13.0,17.0,489.0,1.0769230769230769,0.2547683923705722,0.10633946830265849,-100.0,-100.0,-100.0,1.0089285714285714,0.4785714285714286,0.22903885480572597,1.0465116279069768,0.2926829268292683,0.08793456032719836,0.9613899613899614,0.6690140845070423,0.5296523517382413,0.6,0.9368600682593856,0.02044989775051125,1.3076923076923077,0.08196721311475409,0.026584867075664622
Bruce Brown,DET,23,76,202,58,1634,43.0,36.0,0.3,0.1,10.0,5.0,23.0,16.0,157.0,158.0,64.0,45.0,52.0,44.0,349.3,0.8372093023255814,0.6294277929155313,0.12310334955625536,0.33333333333333337,0.9897540983606558,0.000858860578299456,0.5,0.9732142857142857,0.0286286859433152,0.6956521739130435,0.8673780487804879,0.06584597766962497,1.0063694267515924,0.5187793427230047,0.44947036931004863,0.703125,0.8600682593856656,0.18322359003721728,0.8461538461538461,0.6950819672131148,0.14886916690523905
Bruno Caboclo,HOU,24,81,218,30,244,-100.0,-100.0,-100.0,-100.0,10.0,10.0,-100.0,-100.0,16.0,6.0,-100.0,-100.0,-100.0,-100.0,26.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.5160714285714286,0.38461538461538464,-100.0,-100.0,-100.0,0.375,0.9929577464788732,0.6153846153846154,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bruno Fernando,ATL,21,81,240,56,713,38.0,44.0,-100.0,-100.0,17.0,16.0,31.0,26.0,90.0,102.0,-100.0,-100.0,10.0,7.0,186.0,1.1578947368421053,0.1539509536784741,0.20430107526881722,-100.0,-100.0,-100.0,0.9411764705882353,0.6071428571428571,0.0913978494623656,0.8387096774193549,0.6707317073170732,0.16666666666666666,1.1333333333333333,0.19718309859154928,0.4838709677419355,-100.0,-100.0,-100.0,0.7,0.8540983606557377,0.053763440860215055
Bryn Forbes,SAS,26,74,205,63,1579,26.0,32.0,0.6,0.7,10.0,12.0,30.0,29.0,154.0,191.0,59.0,54.0,67.0,69.0,346.6,1.2307692307692308,0.09128065395095368,0.07501442585112521,1.1666666666666667,0.0389344262295082,0.0017311021350259663,1.2,0.23214285714285715,0.028851702250432775,0.9666666666666667,0.4298780487804878,0.08655510675129832,1.2402597402597402,0.08215962441314555,0.4443162146566647,0.9152542372881356,0.4948805460750853,0.17022504327755336,1.0298507462686568,0.4,0.1933064050778996
Buddy Hield,SAC,27,76,220,72,2216,50.0,58.0,3.3,2.6,14.0,13.0,38.0,32.0,244.0,270.0,85.0,74.0,84.0,76.0,518.3,1.16,0.14986376021798364,0.09646922631680495,0.787878787878788,0.6721311475409836,0.006366968936909126,0.9285714285714286,0.6232142857142857,0.027011383368705386,0.8421052631578947,0.6615853658536586,0.07331661200077176,1.1065573770491803,0.24647887323943662,0.4707698244260081,0.8705882352941177,0.5802047781569966,0.1639976847385684,0.9047619047619048,0.5934426229508196,0.1620683002122323
CJ McCollum,POR,28,75,190,70,2557,52.0,37.0,7.1,7.2,35.0,37.0,45.0,35.0,249.0,253.0,103.0,95.0,66.0,83.0,557.1,0.7115384615384616,0.8392370572207084,0.09334051337282355,1.0140845070422535,0.13934426229508196,0.012744570095135523,1.0571428571428572,0.4446428571428571,0.06282534553940046,0.7777777777777778,0.7560975609756098,0.08077544426494346,1.0160642570281124,0.47417840375586856,0.44695745826602046,0.9223300970873787,0.4812286689419795,0.1848860168730928,1.2575757575757576,0.1180327868852459,0.11847065158858373
