Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,off-screen_poss,off-screen_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,off-screen_ppp,off-screen_percentile,off-screen_freq
Derrick Walton,DET,25,72,185,26,248,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,16.0,3.0,-100.0,-100.0,-100.0,-100.0,16.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.1875,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Derrick White,SAS,25,76,190,68,1677,64.0,54.0,4.7,3.5,16.0,8.0,38.0,32.0,200.0,211.0,64.0,70.0,68.0,54.0,454.7,0.84375,0.6185286103542235,0.14075214427094787,0.7446808510638298,0.75,0.010336485594897735,0.5,0.9732142857142857,0.03518803606773697,0.8421052631578947,0.6615853658536586,0.0835715856608753,1.055,0.36619718309859156,0.43985045084671215,1.09375,0.18771331058020477,0.14075214427094787,0.7941176470588235,0.7737704918032787,0.14954915328788213
Devin Booker,PHX,23,77,206,70,2512,52.0,50.0,6.5,6.7,18.0,18.0,42.0,50.0,241.0,257.0,79.0,70.0,79.0,82.0,517.5,0.9615384615384616,0.3978201634877384,0.10048309178743961,1.0307692307692309,0.11475409836065574,0.012560386473429951,1.0,0.5160714285714286,0.034782608695652174,1.1904761904761905,0.13719512195121952,0.08115942028985507,1.066390041493776,0.3403755868544601,0.46570048309178746,0.8860759493670886,0.5460750853242321,0.15265700483091788,1.0379746835443038,0.39344262295081966,0.15265700483091788
Devon Hall,OKC,24,77,215,11,81,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Devontae Cacok,LAL,23,80,240,1,9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Devonte' Graham,CHA,25,73,195,63,2211,47.0,27.0,4.4,3.2,22.0,21.0,24.0,25.0,273.0,328.0,56.0,41.0,54.0,69.0,480.4,0.574468085106383,0.9482288828337875,0.09783513738551208,0.7272727272727273,0.7827868852459017,0.009159034138218152,0.9545454545454546,0.5821428571428572,0.04579517069109076,1.0416666666666667,0.3018292682926829,0.04995836802664447,1.2014652014652014,0.1267605633802817,0.5682764363030808,0.7321428571428571,0.825938566552901,0.11656952539550375,1.2777777777777777,0.1,0.11240632805995004
Dewan Hernandez,TOR,23,82,235,6,28,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dewayne Dedmon,ATL,30,84,245,44,774,29.0,27.0,-100.0,-100.0,13.0,15.0,35.0,38.0,57.0,59.0,-100.0,-100.0,-100.0,-100.0,134.0,0.9310344827586207,0.45776566757493187,0.21641791044776118,-100.0,-100.0,-100.0,1.1538461538461537,0.3125,0.09701492537313433,1.0857142857142856,0.2530487804878049,0.26119402985074625,1.0350877192982457,0.41784037558685444,0.4253731343283582,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dillon Brooks,MEM,24,79,225,73,2112,83.0,74.0,4.6,3.7,18.0,16.0,24.0,27.0,218.0,223.0,85.0,90.0,87.0,78.0,519.6,0.891566265060241,0.5354223433242506,0.15973826020015397,0.8043478260869567,0.6147540983606558,0.008852963818321785,0.8888888888888888,0.6857142857142857,0.03464203233256351,1.125,0.2073170731707317,0.046189376443418015,1.0229357798165137,0.45539906103286387,0.4195535026943803,1.0588235294117647,0.2627986348122867,0.16358737490377212,0.896551724137931,0.6131147540983607,0.1674364896073903
Dion Waiters,LAL,28,75,210,10,207,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,21.0,24.0,-100.0,-100.0,-100.0,-100.0,21.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1428571428571428,0.18896713615023475,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Domantas Sabonis,IND,24,83,240,62,2159,95.0,95.0,0.2,0.2,59.0,71.0,57.0,44.0,199.0,192.0,19.0,15.0,29.0,34.0,458.2,1.0,0.35013623978201636,0.2073330423395897,1.0,0.20081967213114754,0.0004364906154517678,1.2033898305084745,0.21785714285714286,0.1287647315582715,0.7719298245614035,0.7621951219512195,0.12439982540375383,0.964824120603015,0.6596244131455399,0.434308162374509,0.7894736842105263,0.7235494880546075,0.04146660846791794,1.1724137931034482,0.18360655737704917,0.06329113924050633
Donovan Mitchell,UTA,23,73,215,69,2364,35.0,28.0,11.2,10.8,16.0,23.0,29.0,36.0,149.0,172.0,88.0,93.0,54.0,53.0,382.2,0.8,0.6893732970027248,0.09157509157509158,0.9642857142857144,0.29918032786885246,0.029304029304029304,1.4375,0.09642857142857143,0.04186289900575615,1.2413793103448276,0.09146341463414634,0.07587650444793302,1.1543624161073827,0.1784037558685446,0.38984824699110415,1.0568181818181819,0.26621160409556316,0.23024594453165884,0.9814814814814815,0.47540983606557374,0.141287284144427
Donta Hall,BKN,22,81,229,9,133,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Donte DiVincenzo,MIL,23,76,203,66,1520,32.0,32.0,2.1,1.8,11.0,0.0,13.0,11.0,144.0,159.0,48.0,37.0,43.0,47.0,293.1,1.0,0.35013623978201636,0.10917775503241214,0.8571428571428571,0.5491803278688525,0.007164790174002047,0.0,1.0,0.037529853292391675,0.8461538461538461,0.6539634146341463,0.04435346298191743,1.1041666666666667,0.25704225352112675,0.49129989764585463,0.7708333333333334,0.757679180887372,0.1637666325486182,1.0930232558139534,0.29180327868852457,0.1467076083248038
Dorian Finney-Smith,DAL,27,79,220,71,2120,83.0,72.0,0.4,0.4,23.0,18.0,72.0,59.0,186.0,183.0,70.0,75.0,77.0,62.0,511.4,0.8674698795180723,0.5694822888283378,0.16229956980836918,1.0,0.20081967213114754,0.0007821666014861166,0.782608695652174,0.7964285714285714,0.0449745795854517,0.8194444444444444,0.6951219512195121,0.14078998826750097,0.9838709677419355,0.596244131455399,0.3637074696910442,1.0714285714285714,0.24914675767918087,0.1368791552600704,0.8051948051948052,0.7573770491803279,0.15056707078607745
Doug McDermott,IND,28,79,225,69,1372,56.0,51.0,0.3,0.3,13.0,9.0,18.0,23.0,167.0,158.0,38.0,32.0,22.0,14.0,314.3,0.9107142857142857,0.49591280653950953,0.17817371937639198,1.0,0.20081967213114754,0.0009545020680878141,0.6923076923076923,0.8714285714285714,0.04136175628380528,1.2777777777777777,0.0701219512195122,0.057270124085268846,0.9461077844311377,0.6948356807511737,0.5313394845688832,0.8421052631578947,0.6535836177474402,0.12090359529112313,0.6363636363636364,0.9016393442622951,0.06999681832643971
Dragan Bender,GSW,22,84,249,16,286,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.0,16.0,35.0,37.0,-100.0,-100.0,-100.0,-100.0,46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4545454545454546,0.012195121951219513,0.2391304347826087,1.0571428571428572,0.36032863849765256,0.7608695652173914,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Draymond Green,GSW,30,78,230,43,1222,47.0,34.0,0.8,0.7,18.0,11.0,25.0,22.0,191.0,171.0,24.0,22.0,26.0,21.0,331.8,0.723404255319149,0.8174386920980926,0.14165159734779986,0.8749999999999999,0.4774590163934426,0.0024110910186859553,0.6111111111111112,0.9339285714285714,0.054249547920433995,0.88,0.600609756097561,0.0753465943339361,0.8952879581151832,0.8098591549295775,0.5756479807112719,0.9166666666666666,0.48976109215017066,0.07233273056057866,0.8076923076923077,0.7540983606557377,0.07836045810729354
Drew Eubanks,SAS,23,81,245,22,272,-100.0,-100.0,-100.0,-100.0,11.0,12.0,-100.0,-100.0,28.0,43.0,-100.0,-100.0,-100.0,-100.0,39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0909090909090908,0.39285714285714285,0.28205128205128205,-100.0,-100.0,-100.0,1.5357142857142858,0.018779342723004695,0.717948717948718,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Duncan Robinson,MIA,26,79,215,73,2166,70.0,67.0,0.8,0.6,35.0,33.0,45.0,39.0,296.0,271.0,51.0,44.0,59.0,36.0,556.8,0.9571428571428572,0.4114441416893733,0.1257183908045977,0.7499999999999999,0.7336065573770492,0.0014367816091954025,0.9428571428571428,0.5982142857142857,0.06285919540229885,0.8666666666666667,0.6173780487804879,0.08081896551724138,0.9155405405405406,0.7769953051643192,0.5316091954022989,0.8627450980392157,0.6006825938566553,0.0915948275862069,0.6101694915254238,0.921311475409836,0.10596264367816093
Dusty Hannahs,MEM,26,75,210,2,13,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dwayne Bacon,CHA,24,78,221,39,687,-100.0,-100.0,3.5,3.3,-100.0,-100.0,-100.0,-100.0,86.0,73.0,23.0,9.0,17.0,12.0,129.5,-100.0,-100.0,-100.0,0.9428571428571428,0.3483606557377049,0.02702702702702703,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8488372093023255,0.8685446009389671,0.6640926640926641,0.391304347826087,0.9880546075085325,0.1776061776061776,0.7058823529411765,0.8491803278688524,0.13127413127413126
Dwight Howard,LAL,34,82,265,69,1306,45.0,38.0,-100.0,-100.0,26.0,29.0,18.0,12.0,98.0,88.0,-100.0,-100.0,-100.0,-100.0,187.0,0.8444444444444444,0.6158038147138964,0.24064171122994651,-100.0,-100.0,-100.0,1.1153846153846154,0.3535714285714286,0.13903743315508021,0.6666666666666666,0.9054878048780488,0.0962566844919786,0.8979591836734694,0.8075117370892019,0.5240641711229946,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Dwight Powell,DAL,28,82,240,40,1061,54.0,44.0,-100.0,-100.0,29.0,29.0,75.0,80.0,124.0,115.0,11.0,8.0,-100.0,-100.0,293.0,0.8148148148148148,0.6471389645776566,0.18430034129692832,-100.0,-100.0,-100.0,1.0,0.5160714285714286,0.09897610921501707,1.0666666666666667,0.27439024390243905,0.25597269624573377,0.9274193548387096,0.744131455399061,0.4232081911262799,0.7272727272727273,0.8344709897610921,0.03754266211604096,-100.0,-100.0,-100.0
Dzanan Musa,BKN,21,81,217,40,487,10.0,3.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,42.0,50.0,-100.0,-100.0,12.0,14.0,64.0,0.3,1.0,0.15625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1904761904761905,0.14084507042253522,0.65625,-100.0,-100.0,-100.0,1.1666666666666667,0.19508196721311474,0.1875
E'Twaun Moore,NOP,31,75,191,56,1020,20.0,24.0,1.5,1.3,-100.0,-100.0,16.0,10.0,66.0,65.0,27.0,29.0,25.0,28.0,155.5,1.2,0.10899182561307902,0.12861736334405144,0.8666666666666667,0.5040983606557377,0.00964630225080386,-100.0,-100.0,-100.0,0.625,0.9405487804878049,0.10289389067524116,0.9848484848484849,0.5915492957746479,0.42443729903536975,1.0740740740740742,0.23890784982935154,0.17363344051446947,1.12,0.26885245901639343,0.1607717041800643
Ed Davis,UTA,31,81,218,28,303,14.0,7.0,-100.0,-100.0,10.0,9.0,-100.0,-100.0,22.0,32.0,-100.0,-100.0,-100.0,-100.0,46.0,0.5,0.9795640326975477,0.30434782608695654,-100.0,-100.0,-100.0,0.9,0.6714285714285714,0.21739130434782608,-100.0,-100.0,-100.0,1.4545454545454546,0.02112676056338028,0.4782608695652174,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Edmond Sumner,IND,24,76,196,31,447,-100.0,-100.0,0.7,0.6,-100.0,-100.0,-100.0,-100.0,35.0,36.0,23.0,26.0,11.0,9.0,69.7,-100.0,-100.0,-100.0,0.8571428571428572,0.5348360655737705,0.010043041606886656,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0285714285714285,0.43779342723004694,0.5021520803443328,1.1304347826086956,0.1416382252559727,0.3299856527977044,0.8181818181818182,0.7377049180327869,0.15781922525107603
Elfrid Payton,NYK,26,75,195,45,1246,22.0,25.0,5.5,4.5,15.0,17.0,32.0,33.0,129.0,130.0,45.0,38.0,44.0,34.0,292.5,1.1363636363636365,0.17983651226158037,0.07521367521367521,0.8181818181818182,0.6024590163934426,0.018803418803418803,1.1333333333333333,0.3357142857142857,0.05128205128205128,1.03125,0.3246951219512195,0.1094017094017094,1.0077519379844961,0.5140845070422535,0.441025641025641,0.8444444444444444,0.6467576791808873,0.15384615384615385,0.7727272727272727,0.8,0.15042735042735042
Elie Okobo,PHX,22,75,190,55,719,18.0,14.0,-100.0,-100.0,-100.0,-100.0,10.0,7.0,71.0,79.0,24.0,30.0,20.0,18.0,143.0,0.7777777777777778,0.723433242506812,0.1258741258741259,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7,0.8597560975609756,0.06993006993006994,1.1126760563380282,0.23708920187793428,0.4965034965034965,1.25,0.07679180887372014,0.16783216783216784,0.9,0.601639344262295,0.13986013986013987
Emmanuel Mudiay,UTA,24,75,200,54,850,21.0,24.0,-100.0,-100.0,11.0,15.0,17.0,12.0,56.0,49.0,34.0,39.0,25.0,22.0,164.0,1.1428571428571428,0.16621253405994552,0.12804878048780488,-100.0,-100.0,-100.0,1.3636363636363635,0.11071428571428571,0.06707317073170732,0.7058823529411765,0.8521341463414634,0.10365853658536585,0.875,0.8380281690140845,0.34146341463414637,1.1470588235294117,0.12627986348122866,0.2073170731707317,0.88,0.6360655737704918,0.1524390243902439
Enes Kanter,BOS,28,82,250,58,983,30.0,39.0,-100.0,-100.0,41.0,28.0,37.0,28.0,67.0,50.0,-100.0,-100.0,-100.0,-100.0,175.0,1.3,0.06130790190735695,0.17142857142857143,-100.0,-100.0,-100.0,0.6829268292682927,0.8821428571428571,0.2342857142857143,0.7567567567567568,0.7865853658536586,0.21142857142857144,0.746268656716418,0.9460093896713615,0.38285714285714284,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Eric Bledsoe,MIL,30,73,214,61,1646,19.0,11.0,3.3,2.7,26.0,21.0,-100.0,-100.0,172.0,158.0,51.0,46.0,36.0,38.0,307.3,0.5789473684210527,0.9455040871934605,0.061828831760494626,0.8181818181818182,0.6024590163934426,0.010738691832085909,0.8076923076923077,0.7660714285714286,0.08460787504067686,-100.0,-100.0,-100.0,0.9186046511627907,0.7605633802816901,0.5597136348844777,0.9019607843137255,0.5170648464163823,0.16596160104132768,1.0555555555555556,0.3655737704918033,0.1171493654409372
Eric Gordon,HOU,31,75,215,36,1016,25.0,15.0,5.1,5.6,-100.0,-100.0,29.0,20.0,85.0,65.0,22.0,16.0,15.0,18.0,181.1,0.6,0.9359673024523161,0.13804527885146328,1.0980392156862746,0.06967213114754098,0.028161236885698507,-100.0,-100.0,-100.0,0.6896551724137931,0.8734756097560976,0.1601325234676974,0.7647058823529411,0.9272300469483568,0.46935394809497516,0.7272727272727273,0.8344709897610921,0.12147984538928769,1.2,0.1540983606557377,0.08282716731087797
Eric Mika,SAC,25,82,233,1,19,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Eric Paschall,GSW,23,78,255,60,1654,56.0,46.0,0.5,0.5,12.0,13.0,27.0,25.0,164.0,166.0,27.0,28.0,28.0,22.0,314.5,0.8214285714285714,0.6362397820163488,0.178060413354531,1.0,0.20081967213114754,0.001589825119236884,1.0833333333333333,0.4125,0.03815580286168521,0.9259259259259259,0.49847560975609756,0.08585055643879173,1.0121951219512195,0.48826291079812206,0.5214626391096979,1.037037037037037,0.2935153583617747,0.08585055643879173,0.7857142857142857,0.7950819672131147,0.0890302066772655
Ersan Ilyasova,MIL,33,81,235,63,986,17.0,13.0,-100.0,-100.0,40.0,37.0,20.0,20.0,122.0,120.0,14.0,13.0,18.0,21.0,231.0,0.7647058823529411,0.7506811989100818,0.0735930735930736,-100.0,-100.0,-100.0,0.925,0.6285714285714286,0.17316017316017315,1.0,0.375,0.08658008658008658,0.9836065573770492,0.5985915492957746,0.5281385281385281,0.9285714285714286,0.45563139931740615,0.06060606060606061,1.1666666666666667,0.19508196721311474,0.07792207792207792
Evan Fournier,ORL,27,79,205,66,2076,63.0,67.0,7.8999999999999995,7.199999999999999,27.0,40.0,26.0,31.0,193.0,187.0,89.0,98.0,68.0,81.0,473.9,1.0634920634920635,0.27520435967302453,0.1329394387001477,0.9113924050632911,0.4139344262295082,0.016670183583034397,1.4814814814814814,0.075,0.056974045157206166,1.1923076923076923,0.13109756097560976,0.0548638953365689,0.9689119170984456,0.647887323943662,0.4072589153829922,1.101123595505618,0.17064846416382254,0.18780333403671662,1.1911764705882353,0.16393442622950818,0.14349018780333406
Evan Turner,MIN,31,78,220,19,251,10.0,9.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,24.0,29.0,-100.0,-100.0,-100.0,-100.0,34.0,0.9,0.5204359673024523,0.29411764705882354,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2083333333333333,0.11737089201877934,0.7058823529411765,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Frank Jackson,NOP,22,75,205,59,797,24.0,22.0,1.3,0.9,-100.0,-100.0,11.0,17.0,59.0,69.0,27.0,23.0,19.0,13.0,141.3,0.9166666666666666,0.48365122615803813,0.16985138004246284,0.6923076923076923,0.8381147540983607,0.009200283085633403,-100.0,-100.0,-100.0,1.5454545454545454,0.006097560975609756,0.0778485491861288,1.1694915254237288,0.16666666666666666,0.41755130927105444,0.8518518518518519,0.6262798634812287,0.19108280254777069,0.6842105263157895,0.8786885245901639,0.13446567586694974
Frank Kaminsky,PHX,27,84,240,39,777,52.0,50.0,-100.0,-100.0,13.0,20.0,36.0,31.0,57.0,66.0,-100.0,-100.0,-100.0,-100.0,158.0,0.9615384615384616,0.3978201634877384,0.3291139240506329,-100.0,-100.0,-100.0,1.5384615384615385,0.044642857142857144,0.08227848101265822,0.8611111111111112,0.6219512195121951,0.22784810126582278,1.1578947368421053,0.17136150234741784,0.36075949367088606,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Frank Mason III,MIL,26,71,190,9,118,-100.0,-100.0,3.0,1.5,-100.0,-100.0,-100.0,-100.0,10.0,12.0,-100.0,-100.0,-100.0,-100.0,13.0,-100.0,-100.0,-100.0,0.5,0.9631147540983607,0.23076923076923078,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2,0.13145539906103287,0.7692307692307693,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Frank Ntilikina,NYK,21,76,200,57,1187,34.0,40.0,0.8,0.5,16.0,6.0,20.0,20.0,96.0,123.0,44.0,43.0,29.0,37.0,239.8,1.1764705882352942,0.13215258855585832,0.14178482068390325,0.625,0.9323770491803278,0.003336113427856547,0.375,0.9892857142857143,0.06672226855713094,1.0,0.375,0.08340283569641367,1.28125,0.06338028169014084,0.4003336113427856,0.9772727272727273,0.3856655290102389,0.18348623853211007,1.2758620689655173,0.10491803278688525,0.12093411175979983
Fred VanVleet,TOR,26,73,197,54,1928,34.0,32.0,6.8,6.4,13.0,12.0,28.0,20.0,274.0,256.0,39.0,30.0,41.0,40.0,435.8,0.9411764705882353,0.44686648501362397,0.07801743919229004,0.9411764705882354,0.3524590163934426,0.015603487838458007,0.9230769230769231,0.6357142857142857,0.029830197338228545,0.7142857142857143,0.8445121951219512,0.06424965580541532,0.9343065693430657,0.7206572769953051,0.6287287746672785,0.7692307692307693,0.7627986348122867,0.08949059201468564,0.975609756097561,0.48688524590163934,0.09407985314364387
Furkan Korkmaz,PHI,22,79,202,72,1559,52.0,49.0,1.6,1.1,22.0,25.0,14.0,16.0,98.0,95.0,48.0,41.0,45.0,53.0,280.6,0.9423076923076923,0.444141689373297,0.18531717747683535,0.6875,0.8483606557377049,0.005702066999287241,1.1363636363636365,0.32857142857142857,0.07840342124019957,1.1428571428571428,0.18292682926829268,0.04989308624376336,0.9693877551020408,0.6455399061032864,0.3492516037063435,0.8541666666666666,0.6177474402730375,0.17106200997861723,1.1777777777777778,0.17704918032786884,0.16037063435495366
Gabe Vincent,MIA,24,75,200,9,83,-100.0,-100.0,1.3,0.9,-100.0,-100.0,-100.0,-100.0,10.0,12.0,-100.0,-100.0,-100.0,-100.0,11.3,-100.0,-100.0,-100.0,0.6923076923076923,0.8381147540983607,0.11504424778761062,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2,0.13145539906103287,0.8849557522123893,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Garrett Temple,BKN,34,77,195,62,1730,40.0,20.0,0.9,0.8,13.0,12.0,18.0,26.0,153.0,134.0,67.0,45.0,54.0,71.0,345.9,0.5,0.9795640326975477,0.11564035848511131,0.888888888888889,0.45491803278688525,0.0026019080659150044,0.9230769230769231,0.6357142857142857,0.03758311650766118,1.4444444444444444,0.01524390243902439,0.05203816131830009,0.8758169934640523,0.8356807511737089,0.4423243712055508,0.6716417910447762,0.8873720136518771,0.19369760046256146,1.3148148148148149,0.06885245901639345,0.15611448395490027
Garrison Mathews,WAS,23,77,215,18,227,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,26.0,25.0,-100.0,-100.0,-100.0,-100.0,26.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9615384615384616,0.6654929577464789,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Gary Clark,ORL,25,78,225,42,566,24.0,16.0,-100.0,-100.0,-100.0,-100.0,17.0,12.0,65.0,69.0,-100.0,-100.0,10.0,12.0,116.0,0.6666666666666666,0.8978201634877384,0.20689655172413793,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7058823529411765,0.8521341463414634,0.14655172413793102,1.0615384615384615,0.3474178403755869,0.5603448275862069,-100.0,-100.0,-100.0,1.2,0.1540983606557377,0.08620689655172414
Gary Harris,DEN,25,76,210,56,1780,40.0,35.0,4.7,3.4,15.0,10.0,28.0,26.0,174.0,167.0,47.0,32.0,42.0,48.0,350.7,0.875,0.5613079019073569,0.11405759908753921,0.7234042553191489,0.7868852459016393,0.013401767892785858,0.6666666666666666,0.8964285714285715,0.0427715996578272,0.9285714285714286,0.4923780487804878,0.07984031936127745,0.9597701149425287,0.6737089201877934,0.49615055603079555,0.6808510638297872,0.8839590443686007,0.13401767892785857,1.1428571428571428,0.23278688524590163,0.11976047904191617
Gary Payton II,WAS,27,75,195,29,432,10.0,7.0,-100.0,-100.0,-100.0,-100.0,10.0,10.0,38.0,35.0,22.0,18.0,18.0,17.0,98.0,0.7,0.8610354223433242,0.10204081632653061,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.375,0.10204081632653061,0.9210526315789473,0.7546948356807511,0.3877551020408163,0.8181818181818182,0.6911262798634812,0.22448979591836735,0.9444444444444444,0.5377049180327869,0.1836734693877551
Gary Trent Jr.,POR,21,77,209,61,1332,41.0,33.0,5.699999999999999,4.5,11.0,23.0,18.0,7.0,78.0,90.0,47.0,45.0,36.0,46.0,236.7,0.8048780487804879,0.6757493188010899,0.17321504013519223,0.7894736842105264,0.6639344262295082,0.024081115335868184,2.090909090909091,0.0035714285714285713,0.04647232784114914,0.3888888888888889,0.9954268292682927,0.07604562737642585,1.1538461538461537,0.18192488262910797,0.32953105196451205,0.9574468085106383,0.4129692832764505,0.19856358259400086,1.2777777777777777,0.1,0.1520912547528517
George Hill,MIL,34,75,188,59,1271,23.0,24.0,5.4,4.300000000000001,16.0,19.0,13.0,10.0,93.0,104.0,46.0,52.0,27.0,32.0,223.4,1.0434782608695652,0.2970027247956403,0.10295434198746642,0.7962962962962964,0.6516393442622951,0.024171888988361683,1.1875,0.2625,0.07162041181736795,0.7692307692307693,0.7682926829268293,0.05819158460161146,1.118279569892473,0.22417840375586853,0.4162936436884512,1.1304347826086956,0.1416382252559727,0.20590868397493284,1.1851851851851851,0.17049180327868851,0.1208594449418084
Georges Niang,UTA,27,79,230,66,923,41.0,51.0,0.2,0.1,14.0,8.0,11.0,10.0,77.0,77.0,16.0,19.0,18.0,22.0,177.2,1.2439024390243902,0.08174386920980926,0.23137697516930025,0.5,0.9631147540983607,0.0011286681715575622,0.5714285714285714,0.9642857142857143,0.07900677200902935,0.9090909090909091,0.5457317073170732,0.06207674943566592,1.0,0.5481220657276995,0.43453724604966143,1.1875,0.10238907849829351,0.09029345372460497,1.2222222222222223,0.13934426229508196,0.10158013544018059
Giannis Antetokounmpo,MIL,25,83,242,63,1917,40.0,17.0,2.0,2.2,72.0,47.0,34.0,25.0,218.0,200.0,42.0,33.0,35.0,40.0,443.0,0.425,0.989100817438692,0.09029345372460497,1.1,0.06557377049180328,0.004514672686230248,0.6527777777777778,0.9071428571428571,0.16252821670428894,0.7352941176470589,0.8140243902439024,0.07674943566591422,0.9174311926605505,0.7652582159624414,0.49209932279909707,0.7857142857142857,0.7320819112627986,0.09480812641083522,1.1428571428571428,0.23278688524590163,0.07900677200902935
Glenn Robinson III,PHI,26,78,222,62,1786,63.0,82.0,-100.0,-100.0,11.0,12.0,34.0,33.0,169.0,170.0,43.0,56.0,66.0,78.0,386.0,1.3015873015873016,0.05722070844686648,0.16321243523316062,-100.0,-100.0,-100.0,1.0909090909090908,0.39285714285714285,0.02849740932642487,0.9705882352941176,0.4176829268292683,0.08808290155440414,1.0059171597633136,0.5211267605633803,0.4378238341968912,1.302325581395349,0.04778156996587031,0.11139896373056994,1.1818181818181819,0.1737704918032787,0.17098445595854922
