Player,Team,Age,Height,Weight,GP,MIN,isolation_poss,isolation_pts,ball-handler_poss,ball-handler_pts,roll-man_poss,roll-man_pts,playtype-post-up_poss,playtype-post-up_pts,spot-up_poss,spot-up_pts,hand-off_poss,hand-off_pts,off-screen_poss,off-screen_pts,poss,isolation_ppp,isolation_percentile,isolation_freq,ball-handler_ppp,ball-handler_percentile,ball-handler_freq,roll-man_ppp,roll-man_percentile,roll-man_freq,playtype-post-up_ppp,playtype-post-up_percentile,playtype-post-up_freq,spot-up_ppp,spot-up_percentile,spot-up_freq,hand-off_ppp,hand-off_percentile,hand-off_freq,off-screen_ppp,off-screen_percentile,off-screen_freq
Alec Burks,UTA,26.0,78,214,64,1059,24.0,16.0,4.3,4.1,-100.0,-100.0,-100.0,-100.0,72.0,102.0,27.0,29.0,24.0,25.0,151.3,0.6666666666666666,0.8980716253443526,0.15862524785194976,0.9534883720930232,0.3575418994413408,0.028420356906807664,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4166666666666667,0.02457002457002457,0.4758757435558493,1.0740740740740742,0.17474048442906576,0.17845340383344346,1.0416666666666667,0.37962962962962965,0.15862524785194976
Alec Peters,PHX,23.0,81,235,20,225,12.0,11.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,23.0,31.0,-100.0,-100.0,-100.0,-100.0,35.0,0.9166666666666666,0.4393939393939394,0.34285714285714286,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.3478260869565217,0.0343980343980344,0.6571428571428571,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alex Abrines,OKC,24.0,78,190,75,1134,39.0,29.0,-100.0,-100.0,10.0,9.0,19.0,12.0,155.0,182.0,25.0,25.0,35.0,48.0,283.0,0.7435897435897436,0.8099173553719008,0.13780918727915195,-100.0,-100.0,-100.0,0.9,0.6236749116607774,0.0353356890459364,0.631578947368421,0.9336158192090396,0.06713780918727916,1.1741935483870967,0.11056511056511056,0.5477031802120141,1.0,0.2889273356401384,0.08833922261484099,1.3714285714285714,0.04938271604938271,0.12367491166077739
Alex Caruso,LAL,24.0,77,186,37,562,21.0,18.0,1.6,1.1,-100.0,-100.0,10.0,6.0,63.0,45.0,15.0,11.0,20.0,12.0,130.6,0.8571428571428571,0.5757575757575758,0.16079632465543645,0.6875,0.8463687150837989,0.01225114854517611,-100.0,-100.0,-100.0,0.6,0.96045197740113,0.0765696784073507,0.7142857142857143,0.9643734643734644,0.48238897396630936,0.7333333333333333,0.8148788927335641,0.11485451761102604,0.6,0.9490740740740741,0.1531393568147014
Alex Len,PHX,25.0,85,250,69,1395,35.0,38.0,-100.0,-100.0,62.0,43.0,71.0,65.0,84.0,95.0,-100.0,-100.0,-100.0,-100.0,252.0,1.0857142857142856,0.15426997245179064,0.1388888888888889,-100.0,-100.0,-100.0,0.6935483870967742,0.901060070671378,0.24603174603174602,0.9154929577464789,0.4406779661016949,0.28174603174603174,1.130952380952381,0.16216216216216217,0.3333333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alex Poythress,IND,24.0,81,235,25,104,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Alfonzo McKinnie,TOR,25.0,80,215,13,50,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Allen Crabbe,BKN,26.0,78,215,75,2197,43.0,46.0,-100.0,-100.0,10.0,16.0,19.0,18.0,94.0,98.0,108.0,98.0,103.0,105.0,377.0,1.069767441860465,0.16942148760330578,0.11405835543766578,-100.0,-100.0,-100.0,1.6,0.026501766784452298,0.026525198938992044,0.9473684210526315,0.3559322033898305,0.050397877984084884,1.0425531914893618,0.42997542997543,0.2493368700265252,0.9074074074074074,0.5,0.2864721485411141,1.0194174757281553,0.42592592592592593,0.27320954907161804
Amir Johnson,PHI,31.0,81,240,74,1170,47.0,58.0,-100.0,-100.0,36.0,27.0,65.0,65.0,79.0,66.0,-100.0,-100.0,-100.0,-100.0,227.0,1.2340425531914894,0.049586776859504134,0.20704845814977973,-100.0,-100.0,-100.0,0.75,0.8515901060070671,0.15859030837004406,1.0,0.23022598870056496,0.28634361233480177,0.8354430379746836,0.8992628992628993,0.34801762114537443,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Drummond,DET,24.0,83,279,78,2625,64.0,68.0,-100.0,-100.0,99.0,97.0,104.0,93.0,169.0,188.0,-100.0,-100.0,-100.0,-100.0,436.0,1.0625,0.18181818181818182,0.14678899082568808,-100.0,-100.0,-100.0,0.9797979797979798,0.508833922261484,0.22706422018348624,0.8942307692307693,0.5028248587570622,0.23853211009174313,1.1124260355029585,0.2113022113022113,0.3876146788990826,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Iguodala,GSW,34.0,78,215,64,1622,37.0,21.0,0.3,0.2,10.0,13.0,34.0,27.0,143.0,123.0,39.0,28.0,43.0,40.0,306.3,0.5675675675675675,0.9641873278236914,0.1207966046359778,0.6666666666666667,0.8715083798882681,0.0009794319294809011,1.3,0.13074204946996468,0.0326477309826967,0.7941176470588235,0.7401129943502824,0.11100228534116878,0.8601398601398601,0.8746928746928747,0.46686255305256286,0.717948717948718,0.8442906574394463,0.12732615083251714,0.9302325581395349,0.6265432098765432,0.1403852432255958
Andre Ingram,LAL,32.0,75,190,2,64,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andre Roberson,OKC,26.0,79,210,39,1037,30.0,25.0,-100.0,-100.0,10.0,10.0,14.0,10.0,159.0,140.0,33.0,24.0,44.0,37.0,290.0,0.8333333333333334,0.6377410468319559,0.10344827586206896,-100.0,-100.0,-100.0,1.0,0.4628975265017668,0.034482758620689655,0.7142857142857143,0.844632768361582,0.04827586206896552,0.8805031446540881,0.8378378378378378,0.5482758620689655,0.7272727272727273,0.8304498269896193,0.11379310344827587,0.8409090909090909,0.7376543209876543,0.15172413793103448
Andrew Bogut,LAL,33.0,84,260,24,216,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Harrison,MEM,23.0,78,213,56,1326,28.0,11.0,-100.0,-100.0,11.0,5.0,25.0,29.0,135.0,144.0,53.0,50.0,39.0,54.0,291.0,0.39285714285714285,1.0,0.09621993127147767,-100.0,-100.0,-100.0,0.45454545454545453,0.9752650176678446,0.037800687285223365,1.16,0.0847457627118644,0.0859106529209622,1.0666666666666667,0.32800982800982803,0.4639175257731959,0.9433962264150944,0.40484429065743943,0.18213058419243985,1.3846153846153846,0.040123456790123455,0.13402061855670103
Andrew White III,ATL,25.0,79,210,15,209,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,15.0,26.0,-100.0,-100.0,-100.0,-100.0,15.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.7333333333333334,0.002457002457002457,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Andrew Wiggins,MIN,23.0,80,202,82,2979,70.0,58.0,4.0,3.8,32.0,27.0,44.0,40.0,307.0,323.0,92.0,87.0,133.0,137.0,682.0,0.8285714285714286,0.6584022038567493,0.10263929618768329,0.95,0.36312849162011174,0.005865102639296188,0.84375,0.7491166077738516,0.0469208211143695,0.9090909090909091,0.4604519774011299,0.06451612903225806,1.0521172638436482,0.3882063882063882,0.4501466275659824,0.9456521739130435,0.3944636678200692,0.1348973607038123,1.0300751879699248,0.4104938271604938,0.19501466275659823
Ante Zizic,CLE,21.0,83,250,32,214,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anthony Brown,MIN,25.0,79,224,1,4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Anthony Davis,NOP,25.0,82,253,75,2727,102.0,73.0,1.1,0.7,106.0,88.0,109.0,97.0,276.0,241.0,19.0,11.0,46.0,58.0,659.1,0.7156862745098039,0.8512396694214877,0.15475648611743287,0.6363636363636362,0.9273743016759777,0.0016689424973448644,0.8301886792452831,0.7667844522968198,0.16082536792595964,0.8899082568807339,0.5141242937853108,0.16537702928235473,0.8731884057971014,0.8525798525798526,0.41875284478834773,0.5789473684210527,0.9480968858131488,0.0288271885905022,1.2608695652173914,0.12345679012345678,0.06979214079805796
Anthony Tolliver,DET,33.0,80,240,79,1757,77.0,65.0,-100.0,-100.0,61.0,43.0,64.0,41.0,216.0,211.0,21.0,20.0,36.0,31.0,475.0,0.8441558441558441,0.6060606060606061,0.16210526315789472,-100.0,-100.0,-100.0,0.7049180327868853,0.8904593639575972,0.12842105263157894,0.640625,0.9180790960451978,0.13473684210526315,0.9768518518518519,0.6117936117936118,0.45473684210526316,0.9523809523809523,0.3788927335640138,0.04421052631578947,0.8611111111111112,0.7114197530864198,0.07578947368421053
Antonio Blakeney,CHI,21.0,76,197,19,314,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,44.0,42.0,12.0,17.0,11.0,13.0,67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9545454545454546,0.6756756756756757,0.6567164179104478,1.4166666666666667,0.010380622837370242,0.1791044776119403,1.1818181818181819,0.19753086419753085,0.16417910447761194
Antonius Cleveland,ATL,24.0,78,195,17,123,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Aron Baynes,BOS,31.0,82,260,81,1484,60.0,42.0,-100.0,-100.0,58.0,49.0,78.0,58.0,90.0,58.0,-100.0,-100.0,-100.0,-100.0,286.0,0.7,0.8705234159779615,0.2097902097902098,-100.0,-100.0,-100.0,0.8448275862068966,0.7455830388692579,0.20279720279720279,0.7435897435897436,0.8192090395480226,0.2727272727272727,0.6444444444444445,0.9828009828009828,0.3146853146853147,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Arron Afflalo,ORL,32.0,77,210,53,682,15.0,24.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,56.0,61.0,16.0,13.0,15.0,16.0,102.0,1.6,0.004132231404958678,0.14705882352941177,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0892857142857142,0.26535626535626533,0.5490196078431373,0.8125,0.6816608996539792,0.1568627450980392,1.0666666666666667,0.3333333333333333,0.14705882352941177
Austin Rivers,LAC,25.0,76,200,61,2057,62.0,61.0,3.2,2.1,18.0,12.0,53.0,48.0,151.0,151.0,62.0,54.0,60.0,45.0,409.2,0.9838709677419355,0.30303030303030304,0.15151515151515152,0.65625,0.8938547486033519,0.007820136852394917,0.6666666666666666,0.9257950530035336,0.04398826979472141,0.9056603773584906,0.4689265536723164,0.1295210166177908,1.0,0.5540540540540541,0.36901270772238515,0.8709677419354839,0.5986159169550173,0.15151515151515152,0.75,0.845679012345679,0.1466275659824047
Avery Bradley,LAC,27.0,74,180,46,1433,27.0,30.0,1.9,0.6,10.0,13.0,13.0,10.0,127.0,127.0,41.0,21.0,61.0,62.0,280.9,1.1111111111111112,0.12672176308539945,0.09611961552153792,0.3157894736842105,1.0,0.006763972944108224,1.3,0.13074204946996468,0.0355998576005696,0.7692307692307693,0.788135593220339,0.04627981488074048,1.0,0.5540540540540541,0.4521181915272339,0.5121951219512195,0.972318339100346,0.14595941616233538,1.0163934426229508,0.4351851851851852,0.21715913136347456
Bam Adebayo,MIA,20.0,82,255,69,1368,63.0,63.0,0.8,0.7,60.0,60.0,75.0,50.0,76.0,77.0,-100.0,-100.0,12.0,13.0,286.8,1.0,0.2768595041322314,0.2196652719665272,0.8749999999999999,0.5111731843575419,0.002789400278940028,1.0,0.4628975265017668,0.20920502092050208,0.6666666666666666,0.8870056497175142,0.2615062761506276,1.013157894736842,0.527027027027027,0.2649930264993026,-100.0,-100.0,-100.0,1.0833333333333333,0.3117283950617284,0.04184100418410042
Ben McLemore,MEM,25.0,77,195,56,1091,21.0,19.0,0.4,0.4,-100.0,-100.0,15.0,23.0,108.0,125.0,32.0,27.0,46.0,57.0,222.4,0.9047619047619048,0.465564738292011,0.09442446043165467,1.0,0.21508379888268156,0.0017985611510791368,-100.0,-100.0,-100.0,1.5333333333333334,0.00847457627118644,0.06744604316546762,1.1574074074074074,0.12530712530712532,0.4856115107913669,0.84375,0.6228373702422145,0.14388489208633093,1.2391304347826086,0.13734567901234568,0.2068345323741007
Ben Moore,IND,23.0,80,220,2,9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Ben Simmons,PHI,21.0,82,230,81,2732,112.0,85.0,2.6,1.9,28.0,19.0,48.0,37.0,315.0,263.0,78.0,75.0,71.0,69.0,654.6,0.7589285714285714,0.7823691460055097,0.17109685304002445,0.7307692307692307,0.7821229050279329,0.003971891231286282,0.6785714285714286,0.911660777385159,0.04277421326000611,0.7708333333333334,0.7853107344632768,0.07332722273143905,0.834920634920635,0.9017199017199017,0.48120989917506873,0.9615384615384616,0.35121107266435986,0.11915673693858844,0.971830985915493,0.558641975308642,0.10846318362358692
Bismack Biyombo,ORL,25.0,81,255,82,1495,53.0,53.0,-100.0,-100.0,36.0,32.0,45.0,37.0,99.0,111.0,-100.0,-100.0,-100.0,-100.0,233.0,1.0,0.2768595041322314,0.22746781115879827,-100.0,-100.0,-100.0,0.8888888888888888,0.6466431095406361,0.15450643776824036,0.8222222222222222,0.6751412429378532,0.19313304721030042,1.121212121212121,0.18427518427518427,0.4248927038626609,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Blake Griffin,DET,29.0,82,251,58,1970,76.0,67.0,1.9,2.1,65.0,57.0,75.0,47.0,249.0,219.0,13.0,10.0,39.0,38.0,518.9,0.881578947368421,0.5289256198347108,0.14646367315475045,1.105263157894737,0.055865921787709494,0.003661591828868761,0.8769230769230769,0.666077738515901,0.12526498361919444,0.6266666666666667,0.940677966101695,0.14453651956060898,0.8795180722891566,0.8402948402948403,0.47986124494122184,0.7692307692307693,0.7491349480968859,0.025052996723838893,0.9743589743589743,0.5493827160493827,0.07515899017151667
Boban Marjanovic,LAC,29.0,87,290,39,338,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bobby Brown,HOU,33.0,74,175,20,115,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Bobby Portis,CHI,23.0,83,248,73,1643,50.0,56.0,-100.0,-100.0,34.0,38.0,69.0,69.0,144.0,151.0,10.0,7.0,18.0,8.0,325.0,1.12,0.1184573002754821,0.15384615384615385,-100.0,-100.0,-100.0,1.1176470588235294,0.27208480565371024,0.10461538461538461,1.0,0.23022598870056496,0.2123076923076923,1.0486111111111112,0.3968058968058968,0.4430769230769231,0.7,0.8667820069204152,0.03076923076923077,0.4444444444444444,0.9845679012345679,0.055384615384615386
Bogdan Bogdanovic,SAC,25.0,78,205,78,2175,64.0,65.0,3.5,3.5,14.0,19.0,27.0,25.0,194.0,203.0,64.0,74.0,69.0,80.0,435.5,1.015625,0.24517906336088155,0.14695752009184845,1.0,0.21508379888268156,0.008036739380022962,1.3571428571428572,0.10600706713780919,0.03214695752009185,0.9259259259259259,0.4152542372881356,0.06199770378874857,1.0463917525773196,0.41277641277641275,0.4454649827784156,1.15625,0.09342560553633218,0.14695752009184845,1.1594202898550725,0.2222222222222222,0.1584385763490241
Bojan Bogdanovic,IND,29.0,80,230,80,2464,98.0,102.0,1.3,1.4,18.0,14.0,42.0,32.0,247.0,266.0,59.0,44.0,82.0,83.0,547.3,1.0408163265306123,0.2066115702479339,0.17906084414397955,1.0769230769230769,0.08379888268156424,0.0023752969121140144,0.7777777777777778,0.8303886925795053,0.03288872647542482,0.7619047619047619,0.8036723163841808,0.07674036177599124,1.0769230769230769,0.3058968058968059,0.45130641330166277,0.7457627118644068,0.7958477508650519,0.10780193678055912,1.0121951219512195,0.4382716049382716,0.1498264206102686
Bradley Beal,WAS,25.0,77,207,82,2977,56.0,47.0,9.1,8.8,17.0,18.0,44.0,41.0,268.0,279.0,112.0,103.0,112.0,103.0,618.1,0.8392857142857143,0.6170798898071626,0.09060022650056625,0.9670329670329672,0.3128491620111732,0.014722536806342015,1.0588235294117647,0.37985865724381623,0.027503640187671898,0.9318181818181818,0.3884180790960452,0.07118589225044492,1.041044776119403,0.43734643734643736,0.4335867982527099,0.9196428571428571,0.4602076124567474,0.1812004530011325,0.9196428571428571,0.6327160493827161,0.1812004530011325
Brandan Wright,HOU,30.0,82,235,28,381,20.0,20.0,-100.0,-100.0,-100.0,-100.0,12.0,11.0,21.0,20.0,-100.0,-100.0,-100.0,-100.0,53.0,1.0,0.2768595041322314,0.37735849056603776,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.9166666666666666,0.4378531073446328,0.22641509433962265,0.9523809523809523,0.6867321867321867,0.39622641509433965,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brandon Ingram,LAL,20.0,81,190,59,1975,52.0,48.0,6.9,6.7,14.0,5.0,31.0,27.0,185.0,177.0,48.0,35.0,84.0,87.0,420.9,0.9230769230769231,0.4256198347107438,0.12354478498455691,0.9710144927536232,0.3016759776536313,0.01639344262295082,0.35714285714285715,0.9893992932862191,0.03326205749584225,0.8709677419354839,0.5480225988700564,0.07365169874079354,0.9567567567567568,0.6707616707616708,0.43953433119505825,0.7291666666666666,0.8235294117647058,0.11404133998574484,1.0357142857142858,0.3950617283950617,0.19957234497505347
Brandon Jennings,MIL,28.0,73,170,14,205,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13.0,20.0,-100.0,-100.0,-100.0,-100.0,13.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.5384615384615385,0.014742014742014743,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brandon Paul,SAS,27.0,76,200,64,576,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Briante Weber,MEM,25.0,74,165,18,237,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,14.0,18.0,-100.0,-100.0,-100.0,-100.0,14.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2857142857142858,0.045454545454545456,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brice Johnson,MEM,24.0,82,230,18,98,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Brook Lopez,LAL,30.0,84,268,74,1735,86.0,75.0,-100.0,-100.0,77.0,64.0,64.0,40.0,133.0,149.0,-100.0,-100.0,-100.0,-100.0,360.0,0.872093023255814,0.5399449035812672,0.2388888888888889,-100.0,-100.0,-100.0,0.8311688311688312,0.7632508833922261,0.21388888888888888,0.625,0.9463276836158192,0.17777777777777778,1.1203007518796992,0.18673218673218672,0.36944444444444446,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
